Number of Records,Asian Hospice Beneficiaries,Average Age,Black Hospice Beneficiaries,City,Female Hospice Beneficiaries,Hispanic Hospice Beneficiaries,Home Health Visit Hours Per Day,Home Health Visit Hours Per Day During Week Prior To Death,Hospice Beneficiaries,Hospice Beneficiaries With A Primary Diagnosis Of Cancer,Hospice Beneficiaries With A Primary Diagnosis Of Circulatory Heart Disease,Hospice Beneficiaries With A Primary Diagnosis Of Dementia,Hospice Beneficiaries With A Primary Diagnosis Of Respiratory Disease,Hospice Beneficiaries With A Primary Diagnosis Of Stroke,Hospice Beneficiaries With More Than One Hundred Eighty Hospice Care Days,Hospice Beneficiaries With More Than Sixty Hospice Care Days,Hospice Beneficiaries With Other Primary Diagnoses,Hospice Beneficiaries With Seven Or Fewer Hospice Care Days,Hrr,Male Hospice Beneficiaries,Medicaid Eligible Hospice Beneficiaries,Medicare Advantage Hospice Beneficiaries,Name,Other Unknown Race Hospice Beneficiaries,Percent Routine Home Care Days,Physician Services,Provider Id,Site Of Service Assisted Living Facility Hospice Beneficiaries,Site Of Service Home Hospice Beneficiaries,Site Of Service Inpatient Hospice Hospice Beneficiaries,Site Of Service Inpatient Hospital Hospice Beneficiaries,Site Of Service Long Term Care Or Non Skilled Nursing Facility Hospice Beneficiaries,Site Of Service Other Facility Hospice Beneficiaries,Site Of Service Skilled Nursing Facility Hospice Beneficiaries,Skilled Nursing Visit Hours Per Day,Skilled Nursing Visit Hours Per Day During Week Prior To Death,Social Service Visit Hours Per Day,Social Service Visit Hours Per Day During Week Prior To Death,State,Street Address,Total Charge Amount,Total Days,Total Live Discharges,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,White Hospice Beneficiaries,Zip Code
1,0,78.4,22,WACO,76,16,0.348,0.114,146,40,26,35,22,,32,72,14,,TX - Waco,70,61,41,TEXAS HOME HEALTH HOSPICE,0,100,0,671552,,115,0,0,13,0,,0.206,0.172,0.029,0.04,TX,8300 CENTRAL PARK DRIVE SUITE A,3855518,15545,35,2171173,2383757,108,76712
1,,81.1,19,HEWITT,119,,0.277,0.341,200,34,24,80,22,14,36,99,26,28,TX - Waco,81,74,49,SOUTHERNCARE WACO,0,100,0,451759,30,57,0,0,51,0,62,0.28,0.447,0.045,0.198,TX,8005 BAGBY AVENUE,5850593,19358,34,2725611,2990347,172,76643
1,,83.7,,CHICO,173,12,0.203,0.124,277,68,43,80,30,30,33,73,26,70,CA - Chico,104,80,,BUTTE HOME HEALTH HOSPICE,,100,0,51524,62,149,0,0,33,0,33,0.216,0.239,0.06,0.099,CA,10 CONSTITUTION DRIVE,4801524,16482,21,2808269,2534423,255,95926
1,,83.3,,PARADISE,307,15,0.41,0.431,524,137,49,72,84,20,15,99,162,177,CA - Chico,217,128,13,PARADISE HOSPICE,,97,647,51581,107,235,77,0,0,31,74,0.499,0.524,0.065,0.075,CA,1289 BILLE ROAD,19793291,18543,44,3496394,3180060,500,95969
1,,82,,CHICO,111,14,0.085,0.093,212,118,20,,23,,,37,,59,CA - Chico,101,40,,ENLOE MEDICAL CENTER HOSPICE,,100,0,51666,27,175,0,0,0,,,0.382,0.305,0.082,0.118,CA,1390 E LASSEN AVE,2390630,8329,20,1440114,1279539,192,95973
1,,82.2,,KEY WEST,114,20,0.347,0.08,217,88,38,39,16,20,,54,16,68,FL - Miami,103,54,20,HOSPICE OF THE FLORIDA KEYS INC,,99,357,101524,0,178,0,11,0,0,28,0.238,0.267,0.064,0.092,FL,1319 WILLIAM STREET,2253209,9080,20,1307434,1494616,188,33040
1,16,84,128,MIAMI LAKES,1677,1645,0.836,0.232,2750,813,571,607,204,288,357,802,267,816,FL - Miami,1073,986,1421,CATHOLIC HOSPICE INC,15,91,10627,101530,301,1319,488,410,223,,,0.632,1.144,0.058,0.089,FL,14875 NW 77TH AVE STE 100,70828557,176295,372,38444159,37568038,946,33014
1,,84.7,113,MIAMI,931,993,0.645,0.081,1486,271,275,299,130,231,297,602,280,338,FL - Miami,555,814,657,SEASONS HOSPICE & PALLIATIVE CARE OF SOUTHERN FLOR,,96,4389,101543,386,567,99,208,217,,,0.367,0.466,0.028,0.062,FL,5200 NE 2ND AVE,37666234,139385,180,25286601,24900050,372,33137
1,,83.8,114,MIAMI,927,624,0.53,0.128,1447,268,232,536,125,99,324,646,187,232,FL - Miami,520,671,455,GENTIVA HOSPICE,,98,1350,101548,370,628,,139,142,,167,0.333,0.875,0.046,0.112,FL,6161 BLUE LAGOON DR STE 170,40030087,147937,206,23840030,24339257,689,33126
1,,84.5,32,HOMESTEAD,381,507,0.878,0.122,615,109,95,259,32,67,159,308,53,84,FL - Miami,234,310,319,HEARTLAND HOSPICE SERVICES,,98,,101552,114,422,0,50,28,,,0.47,1.189,0.068,0.099,FL,381 N KROME AVE STE 207,22080025,68498,139,11500203,11330853,68,33030
1,0,84.9,,MIAMI,,129,0.73,0.125,168,,,87,,,52,,,,FL - Miami,,92,,HOSPICE CARE OF SOUTH FLORIDA,,100,0,101536,108,30,0,,0,,24,0.427,0.62,0.042,,FL,7270 NW 12TH ST PH 6,6958213,22042,26,3450313,3396678,,33126
1,0,82.1,0,HIALEAH,,22,0.9,0.179,24,,,,,,,,,,FL - Miami,,11,,COMPASSIONATE CARE HOSPICE OF MIAMI-DADE AND THE F,,97,0,101554,,24,0,0,,0,0,0.479,0.818,0.03,,FL,1840 W 49TH ST STE 224,264088,1003,,175056,174877,,33012
1,,81.1,151,OCALA,1353,94,0.255,0.171,2677,724,624,485,308,183,193,560,353,949,FL - Ocala,1324,386,769,HOSPICE OF MARION COUNTY INC,,89,9288,101518,246,1030,1117,27,213,44,0,0.412,0.632,0.052,0.078,FL,3231 SW 34TH AVENUE,65908846,121673,182,23797941,26213867,2413,34478
1,12,81.5,74,LECANTO,1221,42,0.303,0.341,2229,504,423,564,292,122,454,848,324,608,FL - Ocala,1008,587,418,HOSPICE OF CITRUS AND THE NATURE COAST,13,94,6276,101526,302,988,483,17,421,,,0.664,1.396,0.073,0.172,FL,3264 WEST AUDUBON PARK PATH,125888384,202504,180,33959733,38244879,2088,34461
1,60,81.3,513,TAMPA,3364,823,0.355,0.441,5591,1558,752,1329,699,359,822,1988,894,1431,FL - Tampa,2227,1362,2345,LIFEPATH HOSPICE,34,95,13179,101507,829,2824,986,317,570,,,0.435,0.816,0.042,0.08,FL,3010 W AZEELE ST,140794187,420569,632,72485959,76695250,4161,33609
1,,81.4,38,LAND O LAKES,999,77,0.41,0.802,1822,480,366,69,239,418,216,574,250,518,FL - Tampa,823,391,908,GULFSIDE HOSPICE,,94,7456,101532,224,803,501,99,171,,,0.304,0.41,0.042,0.056,FL,2061 COLLIER PKWY,55747519,118778,264,21836416,23052155,1688,34639
1,0,81.1,46,WARNER ROBINS,146,0,0.174,0.077,250,90,28,34,37,26,13,36,35,95,GA - Macon,104,49,40,"HEART OF GEORGIA HOSPICE, INC",0,83,1161,111511,,108,128,,,,0,0.443,0.573,0.043,0.051,GA,103 WESTRIDGE DRIVE,3667878,8062,19,1795118,2022665,204,31088
1,,79.3,155,MACON,303,,0.35,0.435,577,200,57,57,77,74,36,99,112,238,GA - Macon,274,78,129,PINE POINTE HOSPICE & PALLIATIVE CARE,0,88,1665,111519,13,246,293,,,,,0.494,1.044,0.021,0.034,GA,6261 PEAKE ROAD,13494724,23421,37,4644993,5062493,417,31210
1,,81,86,MACON,154,,0.34,0.107,300,70,47,41,37,17,49,102,88,86,GA - Macon,146,97,73,PRUITTHEALTH HOSPICE-MACON,,99,0,111545,,99,0,46,95,,52,0.145,0.259,0.03,0.045,GA,6060 LAKESIDE COMMONS DRIVE,4158947,21747,35,3097804,3426042,212,31210
1,,78.2,82,MACON,227,,0.25,0.103,430,136,67,81,56,22,82,167,68,83,GA - Macon,203,130,129,"HOSPICE CARE OPTIONS, INC.",0,99,0,111569,22,287,0,31,89,,,0.24,0.424,0.032,0.05,GA,486 NEW STREET,9293299,38545,56,5326340,6045841,341,31201
1,0,81.6,94,CORDELE,210,,0.357,0.186,361,70,65,76,44,42,52,143,64,61,GA - Macon,151,171,76,PRUITTHEALTH HOSPICE-CORDELE,,99,0,111578,,148,0,,193,0,14,0.209,0.306,0.041,0.072,GA,708 EAST 16TH AVENUE,5778910,29439,30,3990114,4544716,264,31015
1,0,78.3,51,MACON,79,,0.196,0.082,147,24,54,31,23,,41,79,11,12,GA - Macon,68,27,52,SOUTHERNCARE MACON,,99,,111584,,133,0,,,0,,0.16,0.3,0.012,0.019,GA,5233 RIVERSIDE DRIVE SUITES E & F,4986960,17720,50,2426044,2746702,94,31210
1,0,79.9,120,MACON,189,,0.37,0.103,341,76,58,65,65,30,72,157,47,68,GA - Macon,152,67,111,HEARTLAND HOSPICE SERVICES- MACON,,98,57,111603,21,249,0,58,11,,,0.215,0.324,0.049,0.083,GA,"3312 NORTHSIDE DRIVE, SUITE D250",8789440,34760,47,5061879,5564868,217,31210
1,,79.3,121,DUBLIN,319,,0.266,0.074,538,133,139,86,69,47,116,263,64,84,GA - Macon,219,99,174,SERENITY HOSPICE CARE LLC,,96,947,111638,38,387,82,,0,,22,0.252,0.65,0.031,0.045,GA,520 HILLCREST PARKWAY,22898185,52859,110,7920391,9155498,413,31021
1,0,75.9,54,MACON,84,0,0.223,0.116,135,,65,23,27,,41,79,,,GA - Macon,51,27,43,"COMPASSIONATE CARE HOSPICE OF CENTRAL GEORGIA, LLC",0,99,50,111705,,124,0,,0,0,,0.142,0.256,0.012,0.016,GA,"4931  MERCER UNIVERSITY DRIVE, SUITE A",3528415,18266,45,2594139,2908593,81,31210
1,0,75.5,,DUBLIN,17,0,0.133,0.041,30,,,,,,,18,,,GA - Macon,13,,,"HOSPICE OF LAURENS COUNTY, INC",,100,0,111522,0,30,0,0,0,0,0,0.225,0.209,0.002,,GA,205 NORTH FRANKLIN STREET,1075310,4977,,663946,769646,22,31021
1,0,79.7,,WARNER ROBINS,34,,0.249,0.161,53,,26,,11,0,,24,,,GA - Macon,19,,15,"HOMESTEAD HOSPICE OF CENTRAL GEORGIA, LLC",0,100,0,111745,,46,0,0,0,,0,0.253,0.351,0.038,0.062,GA,500 OSIGIAN BLVD SUITE 300,1419867,3785,,523573,588886,43,31088
1,0,77.6,,FITZGERALD,23,0,0.335,0.129,46,17,11,,,,,21,,,GA - Macon,23,15,,BLUE-GRAY COMMUNITY HOSPICE,,100,0,111543,0,42,0,0,0,,,0.227,0.408,0.022,0.058,GA,815 SOUTH MAIN ST,547674,3349,,446994,518112,42,31750
1,0,78.3,,MACON,15,0,0.343,0.168,39,19,,,,,,21,,,GA - Macon,24,,,"AGAPE HOSPICE OF NORTHEAST GEORGIA, INC",,100,0,111683,0,29,0,,0,0,,0.076,0.168,0,0,GA,3312 NORTHSIDE DRIVE SUITE D265,1025612,5488,13,736488,847123,32,31210
1,0,74.5,,DUBLIN,25,0,0.711,0.453,56,,12,20,13,,17,31,,,GA - Macon,31,21,17,INTEGRITY HOSPICE-DUBLIN,,100,0,111736,0,44,0,0,0,0,12,0.184,0.486,0.034,0.074,GA,1101 B HILLCREST PARKWAY,1344885,6766,14,899204,1038664,49,31021
1,0,80.5,27,MACON,49,0,0.507,0.155,83,,15,29,16,,19,45,,,GA - Macon,34,24,24,"HOSPICE ADVANTAGE, LLC",0,99,17,111696,14,49,,0,0,,18,0.198,0.358,0.024,0.057,GA,3902 NORTHSIDE DRIVE SUITE B3,2662426,9215,12,1292792,1423825,56,31210
1,0,79.7,12,THOMASTON,57,,0.368,0.126,96,26,18,25,,,13,37,,12,GA - Macon,39,28,31,"THOMASTON HOSPICE, INC",,100,0,111596,,74,0,0,0,,20,0.154,0.359,0.036,0.104,GA,512 SOUTH CENTER STREET,2560691,7688,15,1055609,1181218,83,30286
1,0,79.5,28,THOMASTON,54,0,0.415,0.182,97,,36,13,18,,33,56,,,GA - Macon,43,26,40,ANGELS OF HOPE LLC,0,100,0,111674,0,97,0,0,0,0,0,0.2,0.341,0.032,0.068,GA,215 EAST GORDON STREET,2138907,10485,76,1442325,1608156,69,30286
1,0,79.2,17,WARNER ROBINS,66,0,0.333,0.103,109,27,22,18,19,,19,45,18,17,GA - Macon,43,14,23,"SERENITY HOSPICE CARE, LLC",0,97,108,111684,11,86,,,0,0,,0.258,0.575,0.029,0.052,GA,1057 N HOUSTON ROAD,3491288,9360,23,1371141,1554477,92,31093
1,0,81.9,30,CORDELE,90,,0.255,0.119,140,30,25,39,17,,22,56,20,34,GA - Macon,50,46,36,REFLECTIONS HOSPICE OF CRISP REGIONAL,,96,0,111550,13,76,,35,15,,0,0.259,0.391,0.021,0.034,GA,202 E 4TH AVENUE,2272511,11101,,1651150,1910445,109,31015
1,0,79.4,71,MACON,136,,0.326,0.125,215,38,46,87,20,,54,117,14,23,GA - Macon,79,76,59,OPTUM HOSPICE CARE SUITES,,99,142,111671,27,135,0,14,36,,,0.144,0.206,0.025,0.057,GA,115 ARKWRIGHT LANDING,5244132,24590,51,3502064,3910885,143,31210
1,,81.6,81,WARNER ROBINS,134,,0.349,0.143,218,39,39,75,27,15,43,107,23,26,GA - Macon,84,74,48,GENTIVA HOSPICE,0,99,,111559,12,146,0,,46,,,0.246,0.32,0.033,0.063,GA,319 MARGIE DRIVE,4577955,22489,39,3093943,3496985,135,31088
1,,82.2,0,TWIN FALLS,99,,0.354,0.148,173,55,45,,26,,32,69,,24,ID - Boise,74,31,43,IDAHO HOME HEALTH & HOSPICE,,99,0,131501,38,125,0,,,0,,0.267,0.226,0.022,0.049,ID,826 EASTLAND DR,2991138,14580,32,1989805,2242099,168,83301
1,,79.4,0,BOISE,299,17,0.208,0.122,555,254,108,46,59,22,59,165,66,98,ID - Boise,256,82,228,ST LUKE'S HOME CARE / HOSPICE,,99,,131503,56,442,0,0,0,0,57,0.256,0.292,0.094,0.133,ID,325 WEST IDAHO ST,9568643,36541,38,5276771,5636779,532,83702
1,0,79.2,0,TWIN FALLS,45,,0.202,0.102,101,55,16,,13,,15,35,,20,ID - Boise,56,16,28,HOME HEALTH AND HOSPICE S L M V R M C,,100,0,131506,,92,0,0,0,0,,0.339,0.412,0.082,0.129,ID,601 POLE LINE ROAD,1972851,7467,,993269,1151423,96,83301
1,,81.5,,BOISE,130,,0.18,0.143,202,68,39,37,29,,19,69,25,40,ID - Boise,72,40,96,"ST ALPHONSUS HOME HEALTH & HOSPICE, AMEDISYS",,99,,131507,17,152,,17,,0,,0.274,0.33,0.037,0.077,ID,9199 WEST BLACK EAGLE DRIVE,3045051,12773,28,1887819,2006320,193,83709
1,,84.9,,PAYETTE,167,,0.197,0.118,267,35,74,86,18,,65,131,44,31,ID - Boise,100,76,91,"X L HOSPICE, INC",,100,25,131510,176,74,0,0,11,,,0.265,0.37,0.033,0.081,ID,2480 HIGHWAY 52,6304659,29256,16,4245277,4506732,250,83661
1,,82,,MERIDIAN,228,17,0.21,0.111,394,98,93,64,49,25,87,180,65,55,ID - Boise,166,90,174,HORIZON HOME HEALTH & HOSPICE,,100,0,131520,90,264,0,,,,34,0.18,0.22,0.031,0.041,ID,900 N LINDER RD,8470970,40072,50,5724535,6171202,371,83642
1,,83.9,0,TWIN FALLS,152,,0.95,0.275,252,56,51,48,29,13,52,119,55,40,ID - Boise,100,52,57,HOSPICE VISIONS,0,99,15,131524,96,149,0,0,,,0,0.319,0.589,0.074,0.166,ID,1770 PARK VIEW DRIVE,7281782,25595,,3443124,3990149,244,83301
1,,82.5,,NAMPA,135,,0.22,0.114,243,49,55,55,32,13,46,107,39,39,ID - Boise,108,82,69,ENCOMPASS HOME HEALTH & HOSPICE OF IDAHO,,100,,131540,89,114,,0,21,,18,0.234,0.292,0.038,0.068,ID,512 NORTH KINGS ROAD,4237611,20663,47,2921833,3181063,232,83687
1,14,82.5,,FRUITLAND,587,27,0.225,0.136,970,227,211,224,127,33,204,450,148,134,ID - Boise,383,241,262,HEART N HOME HOSPICE & PALLIATIVE CARE,,100,0,131545,256,559,0,12,101,26,16,0.192,0.204,0.054,0.076,ID,1100 NW 12TH STREET,17635113,97782,72,14231937,15082122,922,83619
1,,85.4,,MERIDIAN,243,,0.391,0.146,409,76,129,78,54,35,71,197,37,47,ID - Boise,166,102,149,LEGACY HOSPICE,,100,0,131546,140,199,,0,20,,47,0.265,0.228,0.054,0.075,ID,"680 S PROGRESS AVENUE, SUITE 2A",9542544,38540,45,5546865,5939173,397,83642
1,,83.2,,MERIDIAN,122,,0.395,0.149,198,36,27,48,28,13,40,95,46,24,ID - Boise,76,47,60,HEARTS FOR HOSPICE,,100,0,131549,86,98,0,0,,0,,0.196,0.268,0.028,0.028,ID,"3090 GENTRY WAY, SUITE 150",3972905,20113,26,2895334,3091757,194,83642
1,0,81.3,,NAMPA,85,,0.369,0.202,185,52,67,22,25,,32,83,18,28,ID - Boise,100,32,65,TREASURE VALLEY HOSPICE,,100,,131558,30,128,,,,,21,0.218,0.386,0.051,0.104,ID,"8 6TH STREET NORTH, SUITE 200",3844341,17838,20,2547376,2743300,174,83687
1,,83.4,,BOISE,96,,0.233,0.148,164,37,29,39,21,,18,61,28,31,ID - Boise,68,32,74,FIRST CHOICE HOME HEALTH & HOSPICE,0,100,0,131563,39,97,0,0,,,19,0.281,0.261,0.036,0.08,ID,"12400 WEST OVERLAND ROAD, SUITE 100",2454223,11277,21,1632039,1737549,156,83709
1,0,82.2,0,MERIDIAN,,0,0.186,0.083,36,,,0,,,13,24,16,,ID - Boise,,,17,FAMILY HOSPICE,0,100,0,131556,0,36,0,0,0,0,0,0.173,0.44,0.018,0.033,ID,"2950 EAST MAGIC VIEW DRIVE, SUITE 192",842114,5258,14,742232,806727,36,83642
1,0,85.9,0,BOISE,,0,0.336,0.209,18,,,,,,,,,,ID - Boise,,,,"AUBURN CREST HOSPICE TREASURE VALLEY, LLC",0,100,0,131570,16,,0,0,0,,0,0.184,0.309,0.047,,ID,3749 N CLOVERDALE RD,210502,1151,,165618,175533,18,83713
1,0,80.2,0,EAGLE,,,0.286,0.086,27,,,,,,,,,,ID - Boise,,13,,ACHS HOSPICE & PALLIATIVE CARE,,100,0,131571,,19,0,0,0,,0,0.271,0.322,0.066,,ID,815 S BRIDGEWAY PLACE STE 122,263667,1553,,229413,241131,26,83616
1,0,84.4,0,MERIDIAN,32,,0.388,0.179,48,,14,,,,13,27,12,,ID - Boise,16,,18,ALIGN HOSPICE,,100,0,131562,30,18,0,0,0,0,0,0.208,0.435,0.048,0.1,ID,"2512 NORTH STOKESBERRY, SUITE 101",1541742,5790,,832747,885851,47,83646
1,0,83.5,0,MERIDIAN,29,0,0.197,0.131,49,13,,,,,,22,17,,ID - Boise,20,,25,LIFE'S DOORS HOME HEALTH AND HOSPICE,0,100,0,131516,20,25,0,0,0,,,0.328,0.41,0.088,0.126,ID,63 WEST WILLOWBROOK DRIVE,891251,3088,19,443172,473024,49,83646
1,0,81.9,0,MERIDIAN,31,,0.229,0.516,55,,23,,,,23,36,,,ID - Boise,24,17,32,ACCENT HOSPICE CARE,,100,0,131554,,53,0,0,0,,0,0.189,0.417,0.03,0.04,ID,"1857 SOUTH MILLENNIUM WAY, SUITE 100",1814433,9017,,1303782,1386739,53,83646
1,,85.1,,NAMPA,39,,0.332,0.18,67,,18,16,,,14,41,11,,ID - Boise,28,,27,JOURNEYS HOSPICE,0,100,0,131555,37,25,0,0,,0,,0.359,0.533,0.082,0.185,ID,223 EAST AMITY,1803542,7800,12,1123323,1195139,62,83686
1,0,83.6,0,MERIDIAN,55,,0.313,0.174,100,24,24,30,,,19,34,,12,ID - Boise,45,41,36,UNITED HOSPICE,,100,,131564,36,37,0,0,26,,,0.301,0.37,0.077,0.158,ID,"830 MAIN STREET, SUITE 200",1857096,8269,15,1190264,1272902,97,83642
1,,81,0,MERIDIAN,85,,0.279,0.158,145,50,24,39,,,30,64,,18,ID - Boise,60,30,55,HARRISON'S HOPE,,100,0,131553,39,95,0,0,11,0,0,0.278,0.412,0.074,0.125,ID,"3137 S MERIDIAN RD, SUITE 120",2895793,13489,15,1949397,2075048,136,83642
1,29,83.2,31,BARRINGTON,1493,56,0.296,0.469,2495,679,479,519,251,179,368,756,388,754,IL - Elgin,1002,405,274,JOURNEYCARE INC,13,96,4052,141525,410,992,443,136,514,0,0,0.364,0.934,0.052,0.09,IL,405 LAKE ZURICH ROAD,92838991,175352,97,32214447,30699867,2366,60010
1,,82.3,,ELGIN,222,17,0.163,0.106,383,95,56,46,73,40,18,53,73,210,IL - Elgin,161,96,65,PRESENCE HOSPICE-ELGIN,,93,0,141563,,171,,183,27,,,0.227,0.263,0.06,0.083,IL,799 SOUTH MCLEAN BLVD,3920175,11118,13,2181082,2079156,353,60123
1,,84.3,29,HUNTLEY,383,,0.443,0.319,560,65,88,273,39,34,103,224,61,130,IL - Elgin,177,205,109,TRANSITIONS HOSPICE,,99,0,141626,157,100,0,,286,,13,0.363,1.117,0.039,0.139,IL,12040 RAYMOND COURT,12147482,47806,67,7773812,7565592,510,60142
1,19,82.4,,HANOVER PARK,416,40,0.123,0.097,748,260,88,116,117,47,36,113,120,366,IL - Elgin,332,121,98,ALEXIAN BROTHERS HOSPICE,,90,1294,141632,123,240,209,149,0,27,0,0.106,0.12,0.015,0.029,IL,"1515 EAST LAKE STREET, SUITE 206",10882801,24351,30,5250883,5009418,678,60133
1,,87.2,,BARRINGTON,,,0.266,0.179,32,11,,11,,0,,15,,,IL - Elgin,,,,"MONARCH HOSPICE & PALLIATIVE CARE, INC",0,100,0,141618,0,27,0,0,,0,,0.248,0.267,0.039,,IL,33 W HIGGINS ROAD STE 910,521418,2349,,354177,342627,22,60010
1,0,79.3,48,THIBODAUX,149,,0.222,0.114,264,118,26,26,36,15,22,70,43,76,LA - Houma,115,39,54,ST JOSEPH HOSPICE OF BAYOU REGION,,99,,191602,0,258,,,0,0,,0.3,0.282,0.052,0.087,LA,103 RIDGEFIELD ROAD,2950140,14166,21,1937477,2236114,211,70301
1,0,81.3,,HOUMA,69,,0.238,0.091,116,37,28,28,,,16,37,,29,LA - Houma,47,18,28,HOSPICE OF SOUTH LOUISIANA,,99,0,191510,,92,0,11,,0,0,0.315,0.462,0.032,0.052,LA,6500 WEST MAIN STREET,2128594,8038,,1110196,1271843,103,70360
1,0,78.9,16,THIBODAUX,64,,0.165,0.087,122,39,14,38,,,18,35,,28,LA - Houma,58,33,34,SOUTHERNCARE HOUMA,,99,0,191587,0,86,0,,20,0,,0.164,0.246,0.031,0.063,LA,108 B WEST MAIN STREET,2160230,8646,,1188397,1377301,101,70301
1,,81.2,,HOUMA,124,,0.172,0.056,201,61,42,47,14,13,25,45,24,62,LA - Houma,77,38,29,HAYDEL MEMORIAL HOSPICE,,100,0,191576,16,138,,17,29,,,0.139,0.227,0.025,0.046,LA,"1297 ST CHARLES STREET, SUITE H",3333989,12307,,1656415,1917141,183,70360
1,,80.2,20,HOUMA,124,,0.289,0.125,212,74,48,45,18,,42,90,18,41,LA - Houma,88,47,38,"JOURNEY HOSPICE OF HOUMA, LLC",,100,0,191657,,164,0,,34,0,0,0.219,0.308,0.025,0.043,LA,598 CORPORATED DRIVE,4410044,19875,12,2658209,3066537,186,70360
1,,80.4,29,GRAND BLANC,330,,0.043,0.021,594,246,118,77,44,32,37,115,77,221,MI - Flint,264,106,191,REVERENCE HOME HEALTH AND HOSPICE,,97,804,231509,12,345,0,72,0,0,165,0.087,0.093,0.026,0.041,MI,"5445 ALI DRIVE, DEPT 200",6965887,24729,40,4530634,4194684,553,48439
1,,80.7,149,DAVISON,1251,40,0.183,0.104,2180,610,459,335,298,175,87,333,303,1071,MI - Flint,929,511,527,MCLAREN VISITING NURSE & HOSPICE,,97,,231521,118,883,,559,481,129,,0.261,0.199,0.049,0.075,MI,1515 CAL DRIVE,18008088,68680,166,11471111,11369764,1975,48423
1,,82.6,35,FLINT,164,0,0.352,0.224,279,67,59,70,23,33,29,100,27,69,MI - Flint,115,56,82,GENTIVA HOSPICE,,99,54,231524,65,123,18,,34,,18,0.273,0.326,0.037,0.052,MI,2360 STONE BRIDGE,4410044,18349,55,3049707,2862621,241,48532
1,,82.4,91,FLINT,424,,0.31,0.161,709,134,127,174,87,91,106,264,96,141,MI - Flint,285,211,182,HEARTLAND HOME HEALTH CARE AND HOSPICE,,100,0,231589,149,286,0,,262,0,,0.215,0.331,0.051,0.091,MI,6211 TAYLOR DRIVE,14123377,55501,59,9100963,8552583,605,48507
1,0,83,25,FLINT,159,,0.514,0.226,267,62,61,74,23,16,45,114,31,45,MI - Flint,108,67,70,HOSPICE ADVANTAGE,,100,21,231598,55,148,,,0,0,62,0.296,0.384,0.071,0.1,MI,1309 SOUTH LINDEN ROAD SUITE B,7286691,24492,40,4037128,3773724,238,48532
1,,85.8,,LAPEER,319,,0.23,0.137,481,50,125,177,35,15,83,216,79,68,MI - Flint,162,82,106,HOMETOWN HOME HEALTH CARE AND HOSPICE,,100,0,231603,394,80,0,0,0,,,0.226,0.287,0.038,0.052,MI,1681 WOODBRIDGE PARK DRIVE,9056545,43456,56,6591415,6678635,467,48446
1,0,82.2,37,DAVISON,208,,0.368,0.177,336,50,108,78,30,27,83,173,43,35,MI - Flint,128,71,91,HEART TO HEART HOSPICE OF FLINT,,100,0,231617,105,204,0,0,,,19,0.266,0.368,0.055,0.096,MI,1040 S STATE RD,7429130,37206,36,5984774,5721510,293,48423
1,0,85,,FLINT,114,0,0.249,0.146,184,25,101,27,,,16,69,,28,MI - Flint,70,17,62,THE MEDICAL TEAM,,100,0,231631,0,184,0,0,0,0,0,0.304,0.409,0.084,0.131,MI,"4400 S SAGINAW ST, SUITE 1300A",2867245,11530,12,1893666,1772879,180,48507
1,,79.9,,RUGBY,,,0.257,0.091,17,11,,0,,0,,,,,ND - Minot,,,,HEART OF AMERICA HOSPICE,,99,,351509,0,12,0,0,0,,,0.431,0.833,0.021,0.068,ND,800 MAIN AVE S,297828,1141,,149246,174912,16,58368
1,0,82,0,WILLISTON,39,,0.009,0.014,75,33,12,,,,,12,,28,ND - Minot,36,15,,MERCY HOSPICE,,99,0,351505,0,36,0,,34,,,0.336,0.298,0.038,0.048,ND,1301 15TH AVE W,854149,2108,,281042,328560,68,58801
1,0,82.2,,MINOT,79,0,0.184,0.145,139,54,14,14,23,,,23,26,51,ND - Minot,60,30,17,TRINITY HOSPITALS - HOSPICE,,98,0,351502,,67,0,30,,0,39,0.458,0.35,0.047,0.082,ND,1015 S BROADWAY STE 306,2572109,4339,,617212,720537,136,58701
1,0,82.1,,COUNCIL BLUFFS,103,,0.242,0.138,176,49,41,37,20,,34,68,19,35,NE - Omaha,73,55,28,ASERA CARE HOSPICE,0,100,0,161532,19,56,,,45,,45,0.264,0.254,0.043,0.069,IA,411 EAST BROADWAY,3229256,14726,12,2212343,2284953,170,51503
1,,81.9,26,OMAHA,284,,0.17,0.08,498,158,59,124,38,47,18,80,72,180,NE - Omaha,214,102,100,CHI NATIONAL HOME CARE DBA ALEGENT CREIGHTON HEALT,,97,345,281500,12,222,40,22,34,27,141,0.376,0.329,0.071,0.109,NE,7415 CEDAR STREET,4967434,17619,22,2989371,2969347,450,68124
1,,81.2,43,OMAHA,291,,0.173,0.12,511,172,58,131,55,27,25,109,68,135,NE - Omaha,220,99,118,VISITING NURSE ASSN. OF THE MIDLANDS HOSPICE,,97,535,281503,47,274,49,13,113,,,0.292,0.271,0.044,0.075,NE,"12565 WEST CENTER ROAD, SUITE 100",6267050,22963,44,3928766,3907189,454,68144
1,,82,,NORFOLK,80,,0.12,0.081,143,35,25,29,19,11,14,44,24,56,NE - Omaha,63,49,,FAITH REGIONAL HEALTH SERVICES HOSPICE,,99,,281509,,26,0,26,0,,87,0.291,0.264,0.02,0.063,NE,1500 KOENIGSTEIN,3311896,8501,19,1225989,1331029,142,68701
