Number of Records,Agency Name,City,Distinct Users Non Lupa,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,Zip Code
1,"CENTRAL COAST VNA & HOSPICE, INC",MONTEREY,2643,0,57002,CA,5 LOWER RAGSDALE DRIVE,3665,13131475,285840,16232416,11213627,507,93942
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SAN FRANCISCO,1210,0,57003,CA,"1625 VAN NESS AVENUE, 4TH FLOOR A",1724,9101453,106258,7048335,4824614,199,94109
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,CONCORD,2004,0,57004,CA,"1900 BATES AVENUE, SUITE A",2449,12898059,223526,10863167,7398561,413,94520
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SANTA CRUZ,1245,0,57007,CA,"2880 SOQUEL AVENUE, SUITE 10",1766,8307101,108871,7550284,4743180,184,95062
1,MARSHALL HOME CARE,PLACERVILLE,462,0,57019,CA,"681 MAIN STREET, SUITE 206",538,3792098,49518,1993466,1476639,93,95667
1,SUTTER VISITING NURSE ASSOCIATION,SAN RAFAEL,1435,0,57031,CA,"4000 CIVIC CENTER DRIVE, SUITE 190",1797,8211592,122677,7659870,5224307,221,94903
1,UCSF HOME HEALTH CARE,SAN FRANCISCO,551,0,57033,CA,"3360 GEARY BLVD, STE 201",755,4050832,96396,2961035,2023394,169,94118
1,LIVINGSTON MEMORIAL VISITING NURSE ASSOCIATION,VENTURA,1384,0,57040,CA,1996 EASTMAN AVE STE 101,1712,4295801,100146,6054789,4975892,236,93003
1,LOMA LINDA UNIV MED CTR HHA,LOMA LINDA,708,0,57100,CA,11265 MT VIEW AVE STE H14,914,3924737,77687,2722410,2488758,192,92354
1,SAINT AGNES HOME HEALTH AND HOSPICE,FRESNO,1430,0,57135,CA,6729 NORTH WILLOW AVE SUITE 103,1827,6020921,86749,5444962,4989347,222,93710
1,GENTIVA HEALTH SERVICES,SAN DIEGO,1041,0,57143,CA,2525 CAMINO DEL RIO S STE 22O,1316,5033163,58840,5370372,4750548,143,92108
1,VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA,SANTA BARBARA,1166,0,57163,CA,512 EAST GUTIERREZ STREET,1558,3266360,122021,5269336,4429530,273,93103
1,PATHWAYS HOME HEALTH AND HOSPICE,SUNNYVALE,1621,0,57190,CA,585 NORTH MARY AVENUE,2309,13577580,198886,10349406,6799207,361,94085
1,INTERIM HEALTHCARE OF SACRAMENTO,SACRAMENTO,454,0,57198,CA,2941 FULTON AVE SUITE B,567,1478181,42258,2278499,1692886,86,95821
1,GENTIVA HEALTH SERVICES,SAN LUIS OBISPO,1014,0,57203,CA,3220 S HIGUERA ST STE 101,1478,7163085,55652,6309293,5168165,123,93401
1,ST. ELIZABETH COMM HOSP HHA,RED BLUFF,512,0,57205,CA,1425 VISTA WY,691,2473473,40378,2060863,1696569,88,96080
1,ST JOSEPH'S MED CENTER HOME HEALTH,STOCKTON,827,0,57212,CA,"509 W WEBER AVE, SUITE 200",962,3896549,49135,3228461,2601373,100,95203
1,BESTCARE HOME HEALTH AGENCY,FRESNO,785,0,57214,CA,"1130 E SHAW AVE, SUITE 200",946,2893245,36834,2733185,2587375,94,93710
1,NORTHBAY HEALTH AT HOME,FAIRFIELD,477,0,57219,CA,5140 BUSINESS CENTER DRIVE  #130,546,2145857,77863,2016119,1415285,137,94534
1,KAWEAH DELTA HOME HEALTH,VISALIA,1084,0,57255,CA,400 WEST MINERAL KING,1325,4216810,99056,3703575,3674048,252,93291
1,ST JOSEPH HOME CARE,EUREKA,849,0,57256,CA,721 E STREET,1061,3053585,73505,3467334,2852800,153,95501
1,WOODLAND HEALTHCARE HOME HEALTH,WOODLAND,304,0,57274,CA,1207 FAIRCHILD COURT,417,1846791,35328,1418633,1056722,68,95695
1,JOHN MUIR HOME HEALTH SERVICES,CONCORD,2450,0,57276,CA,2298 PIKE COURT,3117,16508854,410997,12070078,8100469,658,94520
1,LODI MEMORIAL HOSPITAL HOME HEALTH AGENCY,LODI,538,0,57278,CA,800 S. LOWER SACRAMENTO RD.,655,3983385,61305,2163097,1713536,133,95242
1,BESTCARE CENTRAL COAST HHA,SAN LUIS OBISPO,1212,0,57368,CA,277 SOUTH ST STE W,1594,5793504,88759,5575093,4602426,204,93401
1,COUNTRY HOME CARE,ELK GROVE,233,0,57404,CA,9370 WEST STOCKTON BLVD #130,267,546443,29559,989589,752994,62,95758
1,ESKATON HOME HEALTHCARE,FAIR OAKS,703,0,57412,CA,"9722 FAIR OAKS BLVD, SUITE A & E",887,3121427,53203,3544554,2632432,104,95628
1,FREMONT-RIDEOUT HOME HEALTH,YUBA CITY,302,0,57448,CA,939 LIVE OAK BLVD,358,804854,19956,1142598,1036074,45,95991
1,PROFESSIONAL HEALTHCARE AT HOME,PLEASANT HILL,2935,0,57449,CA,"395 TAYLOR BLVD, SUITE 118",3596,12478007,345356,15255986,10337065,634,94523
1,ADVENTIST HEALTH HOME CARE AND HOSPICE SERVICES,HANFORD,744,0,57477,CA,"460 KINGS COUNTY DRIVE, #105",981,3399400,40111,2746697,2558561,103,93230
1,TRI-CITY HOME CARE,VISTA,689,0,57503,CA,2095 W VISTA WAY # 220,810,2254566,56033,2401406,2122871,143,92083
1,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",SAN RAMON,2083,0,57517,CA,"3170 CROW CANYON PLACE, SUITE 270",2948,8247432,210773,13026997,8834658,365,94583
1,MAD RIVER COMM HOSP H C SRVS,ARCATA,510,0,57524,CA,4605 VALLEY WEST BLVD,852,2321266,25628,3054828,2515241,60,95521
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,ROSEVILLE,1681,0,57545,CA,"1836 SIERRA GARDENS DR, STE 130",2082,10913721,125110,8092975,6009079,251,95661
1,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",SAN DIEGO,1297,0,57564,CA,"5050  MURPHY CANYON ROAD, SUITE 201",1778,4333716,92675,5769646,5105940,226,92123
1,INTERIM HEALTHCARE OF THE CENTRAL VALLEY,FRESNO,554,0,57569,CA,"1843 E FIR AVENUE, STE 101",682,1373269,49238,2018908,1861946,121,93720
1,COVENANT CARE AT HOME,TURLOCK,791,0,57571,CA,1550 FULKERTH ROAD,971,3090039,38415,3168651,2625407,79,95380
1,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",NEWPORT BEACH,872,0,57573,CA,"3636 BIRCH STREET, SUITE 195",1386,3648210,78590,4631212,4054640,176,92660
1,HEARTLAND HHA AND HOSPICE,RIVERSIDE,436,0,57605,CA,"1700 IOWA AVENUE, SUITE 280",572,1514492,41608,1724151,1550044,105,92507
1,FEATHER RIVER HHA,PARADISE,767,0,57606,CA,"6626 CLARK ROAD, STE P",962,6180311,60762,2957124,2738774,148,95969
1,MERCY HOME CARE,REDDING,924,0,57609,CA,1544 MARKET STREET,1079,3812788,52344,3608201,2711838,104,96001
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,LAKEPORT,516,0,57620,CA,889 11TH STREET,657,3087855,48732,2255368,1859004,103,95453
1,MERCY HOME HEALTH,SACRAMENTO,1621,0,57631,CA,"9912 BUSINESS PARK DRIVE, SUITE 100",1944,8074898,205373,7032970,5230264,375,95827
1,ST. JOSEPH HOME CARE - QUEEN OF THE VALLEY,NAPA,239,0,57659,CA,2700 NAPA VALLEY CORPORATE DRIVE  STE C,284,838991,36051,1136791,786581,61,94558
1,ENLOE MEDICAL CENTER HOME HEALTH AGENCY,CHICO,921,0,57661,CA,1390 E LASSEN AVE,1011,2288264,52860,2863810,2606602,133,95973
1,MADERA COMM HOSP HHA,MADERA,309,0,57663,CA,1270 E ALMOND AVE,422,1392050,14495,1056059,1258995,46,93637
1,BUTTE HOME HEALTH AND HOSPICE,CHICO,856,0,57679,CA,10 CONSTITUTION DRIVE,1234,3800512,42740,3994984,3653802,106,95973
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,MODESTO,1027,0,57695,CA,"1316 CELESTE DRIVE, SUITE 140",1339,6388536,92355,4276681,3546658,196,95355
1,MERCY-MEMORIAL HOME HEALTH,BAKERSFIELD,630,0,57704,CA,"1600 D STREET, SUITE 202",831,2632027,66639,2342974,2117732,160,93301
1,CITRUS VALLEY HOME HEALTH,WEST COVINA,474,0,57736,CA,820 N PHILLIPS AVE,564,1493787,38819,1833829,1579824,92,91791
1,MENDOCINO COAST HOME HEALTH,FORT BRAGG,303,0,57746,CA,700 RIVER DRIVE,414,921763,30218,1193469,984670,71,95437
1,SIERRA NEVADA HOME CARE,GRASS VALLEY,644,0,57755,CA,155 GLASSON WAY,754,3503830,48965,2664270,2193005,106,95945
1,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",BURBANK,506,0,57761,CA,"2550 HOLLYWOOD WAY, SUITE 200",744,1667885,48010,2303326,1985648,107,91505
1,HEALTH AT HOME,SAN FRANCISCO,318,0,57772,CA,"375 LAGUNA HONDA BLVD, UNIT F5",411,2391049,56416,1558170,1064940,107,94116
1,"ST. ANTHONY'S HOME CARE, INC.",GRAND TERRACE,241,0,58045,CA,"22365 BARTON ROAD, SUITE 212",300,17374511,27631,844231,773817,73,92313
1,DOMINICAN HOME HEALTH,SANTA CRUZ,859,0,58052,CA,"8030 SOQUEL AVENUE, #104",1104,8047077,70106,5296627,3321777,113,95062
1,"NEW HAVEN HOME HEALTH & HOSPICE, INC",DALY CITY,618,0,58110,CA,"333 GELLERT BOULEVARD, SUITE 249",796,2509261,49966,3103805,2114900,99,94015
1,ADDUS HEALTHCARE,RED BLUFF,683,0,58117,CA,2150 MAIN STREET #12,939,3131709,63978,2956956,2485791,142,96080
1,SUTTER VISITING NURSE ASSOCIATION & HOSPICE,SAN MATEO,986,0,58123,CA,"700 S. CLAREMONT STREET, #220",1259,5610259,106997,5016241,3434572,203,94402
1,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SANTA ROSA,1037,0,58189,CA,"110 STONY POINT ROAD, SUITE 200A",1308,6504688,104267,5562539,3785527,177,95401
1,"ST MARY'S HOME HEALTH SERVICES, INC",FRESNO,383,0,58195,CA,"3180 E SHIELDS AVE, #105",493,1443936,16565,1584881,1476718,47,93726
1,FOCUS HEALTH,STOCKTON,1590,0,58216,CA,"1503 EAST MARCH LANE, SUITE A",2345,5899005,111677,8444458,6931906,246,95210
1,"COMPASSIONATE CARE HOME HEALTH AGENCY, LLC",FRESNO,193,0,58233,CA,"7545 N DEL MAR AVENUE, SUITE 104",309,879226,16306,934105,856535,44,93711
1,HORIZON HOME HEALTH CARE,ORINDA,824,0,58234,CA,"85 MORAGA WAY, SUITE 200",1090,3012067,91091,4502413,3019553,168,94563
1,SEA CREST HOME HEALTH SERVICES INC,COSTA MESA,2302,0,58238,CA,"2755 BRISTOL STREET, SUITE 275",2731,8253807,145083,9545058,8444047,323,92626
1,HEALTHWISE HOME CARE SOLUTIONS INC,OXNARD,139,0,58248,CA,1100 N VENTURA RD STE 102,163,358335,17309,449147,367084,47,93030
1,QUINCY HOME MEDICAL SERVICES,QUINCY,377,0,58258,CA,211 LAWRENCE STREET,481,1550180,32152,1490050,1228982,75,95971
1,NIGHTINGALE HOME CARE INC,LA MESA,935,0,58287,CA,"4579 MAPLE AVENUE, SUITE 2 & 4",1216,2299020,63976,3346357,2950818,162,91941
1,HEALTHCARE CALIFORNIA,FRESNO,1027,0,58292,CA,5709 N WEST,1168,1948668,85583,3814006,3516967,232,93711
1,ASSISTED HEALTHCARE SERVICES,SANTA BARBARA,586,0,58324,CA,"302 N MILPAS STREET, SUITE #101",700,2061756,34299,2454321,2055960,84,93101
1,ASPIRE HOME HEALTHCARE,SAN DIEGO,679,0,58326,CA,"12520 HIGH BLUFF DRIVE, SUITE 160",1021,3501952,46301,4015357,3537087,123,92130
1,"PROHEALTH HOME CARE, INC",SAN JOSE,769,0,58415,CA,"2700 ZANKER ROAD, SUITE 180",887,2734981,59174,3918673,2546720,99,95134
1,"WARM SPRINGS HOME HEALTH, INC",FREMONT,1310,0,58425,CA,54 WHITNEY PLACE,1490,3477849,70769,6672910,4376321,116,94539
1,"ADVANCED HOME HEALTH, INC",SACRAMENTO,942,0,58426,CA,4370 AUBURN BLVD,1414,4980428,92891,5381408,4023451,184,95841
1,"GUARDIAN ANGEL HOME CARE, INC",SAN DIEGO,426,0,58457,CA,"3505 CAMINO DEL RIO SOUTH, SUITE 220",715,2972411,29134,3145666,2778546,68,92108
1,"MANAGED CARE AT HOME, INC",MILPITAS,498,0,58496,CA,"830 HILLVIEW COURT, SUITE 225",550,809344,86790,2308140,1517451,144,95035
1,CENTRAL COAST HOME HEALTH INC,SAN LUIS OBISPO,1685,0,59010,CA,253 GRANADA DR STE D,2356,6178337,77046,8204879,6727708,177,93401
1,ANX HOME HEALTHCARE,DALY CITY,752,0,59071,CA,"355 GELLERT BLVD., SUITE 246",1051,3405378,86212,4082903,2796706,144,94015
1,UNI CARE HOME HEALTH INC,SAN MARCOS,412,0,59089,CA,"1165 LINDA VISTA DRIVE, SUITE 101",705,1448481,21580,2007637,1772091,58,92078
1,SAN DIEGO HOME HEALTH CARE SERVICES INC,ENCINITAS,497,0,59111,CA,"511 ENCINITAS BLVD, STE 100",674,2726783,23916,2908744,2569204,53,92024
1,"AMERICAN HOME HEALTH CARE, LLC",FREMONT,806,0,59145,CA,"39350 CIVIC CENTER DRIVE, SUITE 350",1018,2069559,74660,4153535,2775891,136,94538
1,VALLEY HOME HEALTH,FRESNO,512,0,59227,CA,"4545 N WEST AVENUE, STE 118A",767,2719143,48746,2745526,2485830,118,93705
1,WARM HEART HOME HEALTH INC,NATIONAL CITY,472,0,59303,CA,"1428 HIGHLAND AVENUE, FIRST FLOOR",566,1243881,29081,1854170,1637842,65,91950
1,"LOVING CARE HOME HEALTH, LLC.",SUNNYVALE,316,0,59326,CA,"830 STEWART DRIVE, SUITE 211",364,720711,30331,1574159,1026656,52,94085
1,BLIZE HEALTHCARE,ALBANY,510,0,59354,CA,"828 SAN PABLO AVENUE, SUITE105",608,2164626,40529,2844914,1914335,71,94706
1,ODOS HOME HEALTH INC,SAN DIEGO,570,0,59374,CA,"9225 DOWDY DRIVE, SUITE 218",803,1900439,21154,2668976,2351835,52,92126
1,"HEALTHY LIVING AT HOME, INC",SACRAMENTO,993,0,59385,CA,"2450 VENTURE OAKS WAY, SUITE 220",1120,3820568,121519,3979137,3051088,227,95834
1,MODERN HOME HEALTH CARE INC,CHULA VISTA,385,0,59391,CA,"3130 BONITA ROAD, SUITE 103",580,1306183,16390,1776064,1563020,46,91910
1,"CAREONE HOME HEALTH AND HOSPICE, INC",TURLOCK,451,0,59401,CA,"2111 GEER ROAD, #610",492,1135230,36673,1863831,1542346,80,95382
1,LORIAN HEALTH,MURRIETA,420,0,59464,CA,"25032 LAS BRISAS ROAD, SUITE #C",507,1357622,26757,1649153,1484185,73,92562
1,"HEALTH LIVING AT HOME-SAN DIEGO, LLC",SAN DIEGO,291,0,59474,CA,"9444 WAPLES STREET, SUITE 450",321,1321507,17739,1282064,1129988,44,92121
1,HOME HEALTH CARE PROFESSIONALS INC,ENGLEWOOD,205,0,67054,CO,3680 SOUTH GALAPAGO STREET #102,656,1911553,23289,1733839,1694455,58,80110
1,MT EVANS HOME HEALTH CARE INC,EVERGREEN,231,0,67063,CO,3081 BERGEN PEAK DRIVE,299,643089,34725,807399,789706,84,80439
1,PARKVIEW HOMECARE,PUEBLO,497,0,67069,CO,"54 CLUB MANOR DRIVE, #103",554,1566495,17030,1468421,1668636,44,81008
1,CENTURA HEALTH-ST MARY CORWIN HOME SERVICES,PUEBLO,663,0,67075,CO,4025 CLUB MANOR DRIVE,765,2361036,18788,2350205,2498180,55,81008
1,CENTURA HEALTH HOME HEALTH CARE,DENVER,1575,0,67115,CO,1391 SPEER BLVD #600,1980,5576128,106227,6018423,5914396,269,80204
1,MERCY HOME HEALTH SERVICES,DURANGO,538,0,67119,CO,1 MERCADO STREET #270,676,2172494,18880,2283328,2221817,51,81301
1,GENTIVA HEALTH SERVICES,COLORADO SPRINGS,1730,0,67129,CO,3650 REBECCA LANE,2390,11884803,79237,8093401,8513668,244,80917
1,HOME CARE OF THE GRAND VALLEY,GRAND JUNCTION,474,0,67133,CO,1131 N 21ST ST,614,1235788,22841,1672211,1767456,68,81501
1,BANNER HOME CARE COLORADO,GREELEY,442,0,67147,CO,5628 W 19TH STREET SUITE 1,547,1273071,27188,1441026,1527101,78,80634
1,REHABILITATION AND VISITING NURSE ASSOCIATION,GREELEY,302,0,67169,CO,2105 CLUBHOUSE DRIVE,427,1151930,17194,1214034,1252571,50,80634
1,ALL CARE HOME HEALTH LLC,DENVER,437,0,67201,CO,10170 E MISSISSIPPI AVE,500,1680591,25498,1701475,1663314,61,80247
1,AMEDISYS HOME HEALTH,DENVER,343,0,67242,CO,"6000 EAST EVANS, BLDG 1, #300",427,1538749,20192,1463240,1428721,51,80222
1,LIFE CARE AT HOME OF COLORADO,AURORA,1412,0,67255,CO,"2121 S BLACKHAWK STREET, #100",2002,6060831,59345,7145019,7076076,153,80014
1,ANGELS CARE HOME HEALTH OF COLORADO,AURORA,673,0,67434,CO,10800 E BETHANY DRIVE #100,1141,2388670,44920,3223171,3147245,125,80014
1,ACCENTCARE HOME HEALTH OF MOUNTAIN VALLEY LLC,WINDSOR,825,0,67445,CO,1180 MAIN STREET SUITE 9,1251,3202895,53683,3932868,3952602,152,80550
1,ACARIA INC,LAKEWOOD,291,0,67450,CO,963 S KIPLING,336,690254,37964,931225,910523,91,80226
1,BROOKDALE HOME HEALTH DENVER,GREENWOOD VILLAGE,945,0,67469,CO,5600 S QUEBEC ST STE 300A,1293,4337659,38244,5033301,5030218,101,80111
1,VISITING NURSE & HEALTH SERVICES OF CONNECTICUT,VERNON,2135,0,77003,CT,8 KEYNOTE DRIVE,3228,8371811,104551,10744324,10233463,289,06066
1,DANBURY VNA INC,DANBURY,712,0,77088,CT,4 LIBERTY ST,1040,3267205,60299,4125641,3394502,140,06810
1,BETHEL VNA INC,BETHEL,287,0,77113,CT,70 STONY HILL ROAD,535,1344571,34652,1957576,1625678,73,06801
1,"MASONICARE HOME HEALTH & HOSPICE, INC",WALLINGFORD,2591,0,77159,CT,33 NORTH PLAINS INDUSTRIAL ROAD,3523,8055934,243102,11338495,9885061,583,06492
1,MCLEAN HOME CARE AND HOSPICE,SIMSBURY,446,0,77166,CT,75 GREAT POND RD,604,1253298,39666,1752034,1663360,96,06070
1,FARMINGTON VALLEY VNA,SIMBURY,274,0,77176,CT,8 OLD MILL LANE,359,845109,29795,1056991,1008395,77,06070
1,GENTIVA HEALTH SERVICES,STRATFORD,341,0,77218,CT,"99 HAWLEY LANE, SUITE 1101",434,1544304,27047,1679924,1378385,59,06614
1,BAYADA HOME HEALTH CARE INC,NORWALK,418,0,77234,CT,"200 CONNECTICUT AVENUE, SUITE 5F",552,1799890,36134,2107116,1741156,80,06854
1,AMEDISYS HOME HEALTH,DOVER,638,0,87007,DE,"1221 COLLEGE PARK DRIVE, STE 203",785,2212103,28972,2199899,2228070,85,19904
1,"BAYADA HOME HEALTH CARE, INC",WILMINGTON,1936,0,87021,DE,"750 SHIPYARD DRIVE, SUITE 100",3135,11022747,130441,11049741,10702681,340,19801
1,ST. FRANCIS HOME CARE,WILMINGTON,617,0,87022,DE,1070 JUSTISON STREET,900,3220396,36735,2762029,2650482,91,19801
1,BEEBE HOSPITAL HOME HEALTH,GEORGETOWN,1118,0,87023,DE,20232 ENNIS ROAD,1265,3319596,69836,3379228,3281730,167,19947
1,BAYHEALTH HOME CARE,DOVER,277,0,87024,DE,560 S GOVERNORS AVENUE,300,1382105,26238,816942,821631,65,19904
1,HEARTLAND HOME HEALTH CARE AND HOSPICE,NEWARK,257,0,87027,DE,"256 CHAPMAN ROAD, SUITE 102",301,881260,25974,839942,808220,67,19702
1,AMEDISYS HOME HEALTH,GEORGETOWN,561,0,87034,DE,21309 BERLIN ROAD,681,2077818,33236,2064233,2006519,90,19947
1,PENINSULA HOME CARE AT NANTICOKE,SEAFORD,523,0,87036,DE,501 HEALTH SERVICES DRIVE,658,1663522,31223,1866272,1808711,77,19973
1,MEDSTAR HEALTH VNA,WASHINGTON,1434,0,97000,DC,4301 CONNECTICUT AVENUE 441,1818,3787566,118658,5348367,5220232,315,20008
1,AMEDISYS HOME HEALTH,WASHINGTON,510,0,97024,DC,"1100 H STREET, NW  SUITE # 940",642,2070181,29291,2066883,1996213,83,20005
1,AMERICARE IN HOME NURSING,WASHINGTON,581,0,97066,DC,"4000 ABERMARLE STREET, NW",680,2038478,24596,2030762,1959480,67,20016
1,AMEDISYS HOME HEALTH,WINTER HAVEN,1167,0,107007,FL,250 AVENUE K SW SUITE 103,1598,4431978,54920,4251393,4880115,179,33880
1,MUNROE REGIONAL HOMECARE LLC,OCALA,678,0,107009,FL,31 SW 12 ST,1080,3833168,43335,3028314,3477977,127,34474
1,MEDERI CARETENDERS,VERO BEACH,1309,0,107036,FL,1285 36TH ST STE 201,2043,5921846,61696,6105745,6566583,175,32960
1,GENTIVA HEALTH SERVICES,PENSACOLA,845,0,107100,FL,4700 BAYOU BLVD BLDG 1C,1134,4142379,39228,3248589,3959968,126,32503
1,"BROWARD HOME CARE, INC.",FORT LAUDERDALE,304,0,107101,FL,2700 W CYPRESS CREEK RD  STE B100,599,1468988,25007,2126751,2096894,80,33309
1,COMMUNITY HOME HEALTH SERVICES,POMPANO BEACH,703,0,107103,FL,3250 N ANDREWS AVE EXT,951,2036234,26654,3295983,3251223,77,33064
1,AMEDISYS HOME HEALTH,CLEARWATER,243,0,107107,FL,3165 N MCMULLEN BOOTH RD STE E,369,1086624,16854,1050429,1149682,50,33761
1,GENTIVA HEALTH SERVICES,MELBOURNE,699,0,107112,FL,8247 DEVEREUX DR   STE 103,939,3465292,29405,3151395,3507761,77,32940
1,GENTIVA HEALTH SERVICES,BRADENTON,814,0,107136,FL,714 MANATEE AVE E STE B,1090,3682272,28720,3528192,3760737,80,34208
1,SHANDS HOMECARE,GAINESVILLE,1182,0,107142,FL,3850 NW 83 STREET STE 201,1685,5400215,42078,4691284,5055940,117,32606
1,AMEDISYS HOME HEALTH,TALLAHASSEE,602,0,107151,FL,8116 KILLEARN PLAZA CR STE 104,845,2870524,29831,2523453,2883777,91,32312
1,COMMUNITY HOME HEALTH CARE,SAINT AUGUSTINE,886,0,107159,FL,301 HEALTH PARK BLVD STE 110,1724,4925967,38215,5299705,5864528,109,32086
1,MEDICAL SERVICES OF AMERICA HOME HEALTH,FORT MYERS,534,0,107216,FL,5288 SUMMERLIN COMMONS WAY STE 904,678,1459724,18985,1941560,2106380,60,33907
1,AMEDISYS HOME HEALTH,PORT SAINT LUCIE,189,0,107232,FL,1680 SE LYNGATE DR STE 204,283,806516,15760,790851,841035,45,34952
1,BETTER@HOME,LEESBURG,416,0,107236,FL,210 SOUTH LAKE ST  STE 10,708,1525032,37407,1788951,1964263,109,34748
1,"BAYCARE HOME CARE, INC",NEW PORT RICHEY,974,0,107260,FL,8406 MASSACHUSETTS AVE STE B1,1286,3271401,41480,3712020,4065689,117,34653
1,VISITING NURSE ASSOCIATION OF THE FLORIDA KEYS,KEY WEST,434,0,107263,FL,1319 WILLIAM ST,539,1326352,21158,1370046,1581598,62,33040
1,"ALLIED HOME CARE, INC.",BOYNTON BEACH,857,0,107265,FL,1901 S. CONGRESS BLVD STE 330,1409,3204147,64351,4483431,4710788,209,33426
1,GENTIVA HEALTH SERVICES,JACKSONVILLE,468,0,107290,FL,8657 BAYPINE ROAD SUITE 100,660,2217412,33203,2048741,2280215,99,32256
1,FOCUSCARE,FORT LAUDERDALE,181,0,107296,FL,1200 E LAS OLAS BLVD STE 202,374,1050964,14499,1119713,1156396,46,33301
1,AMEDISYS HOME HEALTH,ORLANDO,1117,0,107302,FL,1300 N SEMORAN BLVD STE 195,1567,5257757,63101,4770875,5248915,195,32807
1,COMMUNITY HOME HEALTH SERVICES,LAKE WORTH,2584,0,107325,FL,4175 S CONGRESS AVE STE S,3232,7904533,73733,11523201,12055677,210,33461
1,AMEDISYS HOME HEALTH,THE VILLAGES,523,0,107403,FL,1045 OLD MILL RUN,646,1811860,20849,1841603,2038022,61,32162
1,FLORIDA HOSPITAL MEMORIAL HOME HEALTH,ORMOND BEACH,1080,0,107408,FL,770 W GRANADA BLVD STE 319,1213,2453354,64037,2860852,3171332,177,32174
1,FLORIDA HOSPITAL TAMPA HOME CARE,TAMPA,410,0,107414,FL,13601 BRUCE B DOWNS BLVD STE 110,484,996609,34080,1146270,1258030,97,33613
1,BAYCARE HOME CARE INC,DUNEDIN,2505,0,107415,FL,601 MAIN STREET 8TH FLOOR,3509,8752715,133956,9877507,10804362,410,34698
1,GENTIVA HEALTH SERVICES,LAKE CITY,761,0,107420,FL,419 SW STATE RD 247 STE 109,1087,3660272,38231,3210528,3721128,122,32025
1,MEDERI CARETENDERS,KISSIMMEE,319,0,107422,FL,1167 MIRANDA LANE,600,1712968,23934,1631602,1779047,71,34741
1,PEOPLES HOME HEALTH LLC,PENSACOLA,1458,0,107423,FL,213 EAST WRIGHT STREET,1944,5771808,47464,4759053,5679783,159,32501
1,WELCOME HOMECARE,JACKSONVILLE,1319,0,107436,FL,9570 REGENCY SQUARE BLVD,2486,6972513,41084,7200711,7976042,135,32225
1,GENTIVA HEALTH SERVICES,GAINESVILLE,1457,0,107486,FL,4011 NW 43RD ST STE C,2020,6775211,81124,6389187,6758439,244,32606
1,GENTIVA HEALTH SERVICES,OCALA,880,0,107512,FL,311 SE 17TH PLACE,1360,4743439,27233,3900486,4490992,87,34471
1,AMEDISYS HOME HEALTH,SARASOTA,350,0,107522,FL,2765 TAMIAMI TRL STE A,428,1285041,17564,1206792,1342819,58,34237
1,VISITING NURSE ASSOCIATION OF FLORIDA INC,NEW PORT RICHEY,345,0,107527,FL,5641 MAIN STREET,541,1089976,18891,1852333,2036901,62,34652
1,ACE HOMECARE,FORT MYERS,1316,0,107562,FL,5268 SUMMERLIN COMMONS WAY UNIT 504,2188,6633192,50647,7294416,8118349,159,33907
1,GENTIVA HEALTH SERVICES,PORT SAINT LUCIE,497,0,107586,FL,1832 SE PORT ST LUCIE BLVD,709,2423975,23344,2138715,2280599,70,34952
1,ASSOCIATED HOME HEALTH,TAMPA,261,0,107588,FL,4714 N ARMENIA AVE STE 101,317,778136,21066,849642,943427,62,33603
1,SUNCREST OMNI,ORANGE PARK,815,0,107593,FL,2864 MOODY AVENUE,1324,3845908,28380,4026130,4449840,89,32073
1,MEDERI CARETENDERS,GAINESVILLE,1117,0,107602,FL,4923 NW 43RD ST STE A,2542,5333895,80916,6662995,7306425,247,32653
1,"VISITING NURSE ASSOCIATION OF FLORIDA, INC.",WEEKI WACHEE,462,0,107609,FL,10177 CORTEZ BLVD,737,1561220,14874,2556725,2851550,52,34613
1,COMPREHENSIVE HOME CARE OF BROWARD,FORT LAUDERDALE,1826,0,107627,FL,6450 NW 5TH WAY,3221,7289394,74296,10960946,10789656,213,33309
1,BROOKS HOME CARE ADVANTAGE INC,JACKSONVILLE,2072,0,107628,FL,5836 RICHARD STREET,3308,9032129,111880,9959171,11076233,352,32216
1,FAMILY HOME HEALTH SERVICES LLC,FORT MYERS,1270,0,107630,FL,6829 PORTO FINO CIR  UNIT D,1974,5305998,63913,5643345,6113814,185,33912
