Number of Records,Address,City,County Name,Effectiveness Of Care National Comparison,Effectiveness Of Care National Comparison Footnote,Efficient Use Of Medical Imaging National Comparison,Efficient Use Of Medical Imaging National Comparison Footnote,Emergency Services,Hospital Name,Hospital Overall Rating,Hospital Overall Rating Footnote,Hospital Ownership,Hospital Type,Location,Meets Criteria For Meaningful Use Of Ehrs,Mortality National Comparison,Mortality National Comparison Footnote,Patient Experience National Comparison,Patient Experience National Comparison Footnote,Phone Number,Provider Id,Readmission National Comparison,Readmission National Comparison Footnote,Safety Of Care National Comparison,Safety Of Care National Comparison Footnote,State,Timeliness Of Care National Comparison,Timeliness Of Care National Comparison Footnote,Zip Code
1,100 KEOKEA PLACE,KULA,MAUI,Not Available,16,Not Available,16,True,KULA HOSPITAL,Not Available,16,Government - State,Critical Access Hospitals,"100 KEOKEA PLACE KULA, HI 96790 (20.701994, -156.357099)",,Not Available,16,Not Available,16,(808) 878-1221,121308,Not Available,16,Not Available,16,HI,Not Available,16,96790
1,PO BOX 160 - 602 CHASE AVENUE,CORDOVA,VALDEZ-CORDOVA,Not Available,16,Not Available,16,True,CORDOVA COMMUNITY MEDICAL CENTER,Not Available,16,Government - Local,Critical Access Hospitals,"PO BOX 160 - 602 CHASE AVENUE CORDOVA, AK 99574",,Not Available,16,Not Available,16,(907) 424-8000,021307,Not Available,5,Not Available,16,AK,Not Available,5,99574
1,4800 KAWAIHAU ROAD,KAPAA,KAUAI,Same as the national average,,Not Available,16,True,SAMUEL MAHELONA MEMORIAL HOSPITAL,Not Available,16,Government - State,Critical Access Hospitals,"4800 KAWAIHAU ROAD KAPAA, HI 96746 (22.087619, -159.314204)",True,Not Available,16,Not Available,16,(808) 822-4961,121306,Not Available,16,Not Available,16,HI,Above the national average,,96746
1,310 BENNETT STREET PO BOX 1081,WRANGELL,WRANGELL CITY AND BOROUGH,Not Available,5,Not Available,16,False,SEARHC WRANGELL MEDICAL CENTER-CAH,Not Available,16,Government - Local,Critical Access Hospitals,"310 BENNETT STREET PO BOX 1081 WRANGELL, AK 99929 (56.471646, -132.376414)",,Not Available,16,Not Available,16,(907) 874-7000,021305,Not Available,5,Not Available,16,AK,Not Available,5,99929
1,209 MOLLER DRIVE,SITKA,SITKA BOROUGH,Same as the national average,,Not Available,16,True,SITKA COMMUNITY HOSPITAL,Not Available,16,Government - Local,Critical Access Hospitals,"209 MOLLER DRIVE SITKA, AK 99835 (57.058992, -135.345929)",,Not Available,16,Not Available,16,(907) 747-3241,021303,Not Available,5,Not Available,16,AK,Not Available,5,99835
1,PO BOX 216,TOWNSHEND,WINDHAM,Not Available,5,Not Available,16,True,GRACE COTTAGE HOSPITAL,Not Available,16,Voluntary non-profit - Private,Critical Access Hospitals,"PO BOX 216 TOWNSHEND, VT 05353",,Not Available,5,Not Available,16,(802) 365-7920,471300,Not Available,5,Not Available,16,VT,Not Available,5,05353
1,56-117 PUALALEA STREET,KAHUKU,HONOLULU,Same as the national average,,Not Available,5,True,KAHUKU MEDICAL CENTER,Not Available,16,Voluntary non-profit - Other,Critical Access Hospitals,"56-117 PUALALEA STREET KAHUKU, HI 96731 (21.67644, -157.952211)",True,Not Available,16,Not Available,16,(808) 293-9221,121304,Not Available,16,Not Available,16,HI,Above the national average,,96731
1,1915 EAST REZANOF DRIVE,KODIAK,KODIAK ISLAND BOROUGH,Not Available,5,Not Available,5,True,PROVIDENCE KODIAK ISLAND MEDICAL CTR,Not Available,16,Voluntary non-profit - Church,Critical Access Hospitals,"1915 EAST REZANOF DRIVE KODIAK, AK 99615 (57.800835, -152.373943)",True,Not Available,5,Not Available,16,(907) 486-9592,021306,Same as the national average,,Not Available,16,AK,Not Available,16,99615
1,PO BOX 589,PETERSBURG,PETERSBURG BOROUGH,Not Available,5,Not Available,16,True,PETERSBURG MEDICAL CENTER,Not Available,16,Government - Local,Critical Access Hospitals,"PO BOX 589 PETERSBURG, AK 99833",True,Not Available,16,Not Available,16,(907) 772-4291,021304,Not Available,16,Not Available,16,AK,Not Available,16,99833
1,115 PORTER DRIVE,MIDDLEBURY,ADDISON,Not Available,5,Not Available,16,True,"PORTER HOSPITAL, INC",4,17,Voluntary non-profit - Private,Critical Access Hospitals,"115 PORTER DRIVE MIDDLEBURY, VT 05753 (43.99947, -73.169803)",True,Same as the national average,,Same as the national average,,(802) 388-4701,471307,Above the national average,,Not Available,5,VT,Not Available,16,05753
1,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,SAINT CROIX ISLAND,Not Available,16,Not Available,16,True,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,2,17,Government - State,Acute Care Hospitals,"#4007 EST DIAMOND RUBY, CHRISTIANSTED ST CROIX, VI 00820",,Same as the national average,,Not Available,16,(340) 778-6311,480002,Same as the national average,,Same as the national average,,VI,Not Available,16,00820
1,PO BOX 287,BETHEL,BETHEL,Same as the national average,,Not Available,16,True,YUKON KUSKOKWIM DELTA REG HOSPITAL,3,17,Tribal,Acute Care Hospitals,"PO BOX 287 BETHEL, AK 99559",True,Same as the national average,,Below the national average,,(907) 543-6300,020018,Same as the national average,,Not Available,5,AK,Not Available,5,99559
1,3288 MOANALUA RD,HONOLULU,HONOLULU,Above the national average,,Not Available,16,True,KAISER FOUNDATION HOSPITAL,4,17,Voluntary non-profit - Private,Acute Care Hospitals,"3288 MOANALUA RD HONOLULU, HI 96819 (21.362292, -157.900139)",True,Not Available,5,Above the national average,,(808) 432-0000,120011,Same as the national average,,Above the national average,,HI,Not Available,5,96819
1,528 WASHINGTON HIGHWAY,MORRISVILLE,LAMOILLE,Not Available,5,Not Available,16,True,COPLEY HOSPITAL,2,17,Voluntary non-profit - Private,Critical Access Hospitals,"528 WASHINGTON HIGHWAY MORRISVILLE, VT 05661 (44.554186, -72.591214)",True,Same as the national average,,Above the national average,,(802) 888-4231,471305,Below the national average,,Not Available,5,VT,Not Available,16,05661
1,PO BOX 2003,SPRINGFIELD,WINDSOR,Not Available,5,Not Available,16,True,SPRINGFIELD HOSPITAL,3,17,Voluntary non-profit - Private,Critical Access Hospitals,"PO BOX 2003 SPRINGFIELD, VT 05156",True,Same as the national average,,Same as the national average,,(802) 885-2151,471306,Below the national average,,Not Available,5,VT,Not Available,16,05156
1,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,CALEDONIA,Not Available,5,Not Available,16,True,NORTHEASTERN VERMONT REGIONAL HOSPITAL,3,17,Voluntary non-profit - Private,Critical Access Hospitals,"1315 HOSPITAL DRIVE SAINT JOHNSBURY, VT 05819 (44.445262, -72.009516)",True,Same as the national average,,Same as the national average,,(802) 748-7400,471303,Above the national average,,Same as the national average,,VT,Not Available,16,05819
1,ANNA MARSH LANE PO BOX 803,BRATTLEBORO,WINDHAM,Not Available,19,Not Available,19,True,BRATTLEBORO RETREAT,Not Available,19,Voluntary non-profit - Private,Psychiatric,"ANNA MARSH LANE PO BOX 803 BRATTLEBORO, VT 05301",,Not Available,19,Not Available,19,(802) 257-7785,474001,Not Available,19,Not Available,19,VT,Not Available,19,05301
1,350 FISHER ROAD,BERLIN,WASHINGTON,Not Available,19,Not Available,19,False,VERMONT PSYCHIATRIC CARE HOSPITAL,Not Available,19,Government - State,Psychiatric,"350 FISHER ROAD BERLIN, VT 05602 (44.222213, -72.565305)",,Not Available,19,Not Available,19,(802) 888-6770,474004,Not Available,19,Not Available,19,VT,Not Available,19,05602
1,345 BLACKSTONE BLVD,PROVIDENCE,PROVIDENCE,Not Available,19,Not Available,19,False,BUTLER HOSPITAL,Not Available,19,Voluntary non-profit - Private,Psychiatric,"345 BLACKSTONE BLVD PROVIDENCE, RI 02906 (41.846281, -71.386787)",,Not Available,19,Not Available,19,(401) 455-6270,414000,Not Available,19,Not Available,19,RI,Not Available,19,02906
1,2530 DEBARR RD,ANCHORAGE,ANCHORAGE,Not Available,19,Not Available,19,True,NORTH STAR HOSPITAL,Not Available,19,Proprietary,Psychiatric,"2530 DEBARR RD ANCHORAGE, AK 99508 (61.20808, -149.834246)",,Not Available,19,Not Available,19,(907) 264-3526,024001,Not Available,19,Not Available,19,AK,Not Available,19,99508
1,1310 PUNAHOU STREET,HONOLULU,HONOLULU,Not Available,19,Not Available,19,False,SHRINERS HOSPITAL FOR CHILDREN,Not Available,19,Voluntary non-profit - Private,Childrens,"1310 PUNAHOU STREET HONOLULU, HI 96826 (21.300233, -157.834365)",,Not Available,19,Not Available,19,(808) 941-4466,123301,Not Available,19,Not Available,19,HI,Not Available,19,96826
1,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,PROVIDENCE,Not Available,19,Not Available,19,True,EMMA PENDLETON BRADLEY HOSPITAL,Not Available,19,Voluntary non-profit - Private,Psychiatric,"1011 VETERANS MEMORIAL PARKWAY EAST PROVIDENCE, RI 02915 (41.792537, -71.365838)",,Not Available,19,Not Available,19,(401) 432-1000,414003,Not Available,19,Not Available,19,RI,Not Available,19,02915
1,100 ROCKFORD DRIVE,NEWARK,NEW CASTLE,Not Available,19,Not Available,19,True,ROCKFORD CENTER,Not Available,19,Proprietary,Psychiatric,"100 ROCKFORD DRIVE NEWARK, DE 19713 (39.695208, -75.660446)",,Not Available,19,Not Available,19,(302) 996-5480,084002,Not Available,19,Not Available,19,DE,Not Available,19,19713
1,1319 PUNAHOU STREET,HONOLULU,HONOLULU,Not Available,19,Not Available,19,True,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,Not Available,19,Voluntary non-profit - Private,Childrens,"1319 PUNAHOU STREET HONOLULU, HI 96826 (21.300396, -157.834246)",,Not Available,19,Not Available,19,(808) 983-6000,123300,Not Available,19,Not Available,19,HI,Not Available,19,96826
1,575 SOUTH DUPONT HIGHWAY,NEW CASTLE,NEW CASTLE,Not Available,19,Not Available,19,False,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,Not Available,19,Proprietary,Psychiatric,"575 SOUTH DUPONT HIGHWAY NEW CASTLE, DE 19720 (39.639121, -75.628531)",,Not Available,19,Not Available,19,(302) 328-3330,084003,Not Available,19,Not Available,19,DE,Not Available,19,19720
1,725 HORSEPOND ROAD,DOVER,KENT,Not Available,19,Not Available,19,False,DOVER BEHAVIORAL HEALTH SYSTEM,Not Available,19,Proprietary,Psychiatric,"725 HORSEPOND ROAD DOVER, DE 19901 (39.152442, -75.486482)",,Not Available,19,Not Available,19,(302) 741-0140,084004,Not Available,19,Not Available,19,DE,Not Available,19,19901
1,"4228 WISCONSIN AVENUE, NW",WASHINGTON,THE DISTRICT,Not Available,19,Not Available,19,False,PSYCHIATRIC INSTITUTE OF WASHINGTON DC,Not Available,19,Voluntary non-profit - Private,Psychiatric,"4228 WISCONSIN AVENUE, NW WASHINGTON, DC 20016 (38.944172, -77.077592)",,Not Available,19,Not Available,19,(202) 885-5600,094004,Not Available,19,Not Available,19,DC,Not Available,19,20016
1,91-2301 FORT WEAVER ROAD,EWA BEACH,HONOLULU,Not Available,19,Not Available,19,False,KAHI MOHALA,Not Available,19,Voluntary non-profit - Private,Psychiatric,"91-2301 FORT WEAVER ROAD EWA BEACH, HI 96706 (21.373228, -158.035058)",,Not Available,19,Not Available,19,(808) 671-8511,124001,Not Available,19,Not Available,19,HI,Not Available,19,96706
1,1901 N DUPONT HIGHWAY,NEW CASTLE,NEW CASTLE,Not Available,19,Not Available,19,False,DELAWARE PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"1901 N DUPONT HIGHWAY NEW CASTLE, DE 19720 (39.699677, -75.573246)",,Not Available,19,Not Available,19,(302) 255-2700,084001,Not Available,19,Not Available,19,DE,Not Available,19,19720
1,"1100 ALABAMA AVENUE, SE",WASHINGTON,THE DISTRICT,Not Available,19,Not Available,19,False,ST ELIZABETHS HOSPITAL,Not Available,19,Government - State,Psychiatric,"1100 ALABAMA AVENUE, SE WASHINGTON, DC 20032 (38.844102, -76.991665)",,Not Available,19,Not Available,19,(202) 299-5500,094001,Not Available,19,Not Available,19,DC,Not Available,19,20032
1,3700 PIPER STREET,ANCHORAGE,ANCHORAGE,Not Available,19,Not Available,19,False,ALASKA PSYCHIATRIC INSTITUTE,Not Available,19,Government - State,Psychiatric,"3700 PIPER STREET ANCHORAGE, AK 99508 (61.18657, -149.827762)",,Not Available,19,Not Available,19,(907) 269-7100,024002,Not Available,19,Not Available,19,AK,Not Available,19,99508
1,1600 ROCKLAND RD PO BOX 269,WILMINGTON,NEW CASTLE,Not Available,19,Not Available,19,True,ALFRED I DUPONT HOSPITAL FOR CHILDREN,Not Available,19,Voluntary non-profit - Private,Childrens,"1600 ROCKLAND RD PO BOX 269 WILMINGTON, DE 19899 (39.782337, -75.555239)",,Not Available,19,Not Available,19,(302) 651-4000,083300,Not Available,19,Not Available,19,DE,Not Available,19,19899
1,133 ROUTE 3,DEDEDO,GUAM,Not Available,19,Not Available,19,True,GUAM REGIONAL MEDICAL CITY,Not Available,19,Voluntary non-profit - Private,Acute Care Hospitals,"133 ROUTE 3 DEDEDO, GU 96929",,Not Available,19,Not Available,19,(671) 645-5500,650003,Not Available,19,Not Available,19,GU,Not Available,19,96929
1,509 WILSON AVENUE,EUTAW,GREENE,Same as the national average,,Not Available,16,True,GREENE COUNTY HOSPITAL,3,,Government - Local,Acute Care Hospitals,"509 WILSON AVENUE EUTAW, AL 35462 (32.844744, -87.889307)",,Not Available,5,Not Available,16,(205) 372-3388,010051,Same as the national average,,Not Available,5,AL,Same as the national average,,35462
1,295 JACKSON HWY S,GROVE HILL,CLARKE,Below the national average,,Below the national average,,True,GROVE HILL MEMORIAL HOSPITAL,2,,Government - Hospital District or Authority,Acute Care Hospitals,"295 JACKSON HWY S GROVE HILL, AL 36451 (31.694213, -87.777231)",True,Same as the national average,,Same as the national average,,(251) 275-3191,010091,Same as the national average,,Not Available,5,AL,Same as the national average,,36451
1,619 SOUTH 19TH STREET,BIRMINGHAM,JEFFERSON,Same as the national average,,Below the national average,,True,UNIVERSITY OF ALABAMA HOSPITAL,2,,Government - State,Acute Care Hospitals,"619 SOUTH 19TH STREET BIRMINGHAM, AL 35233 (33.506129, -86.801922)",True,Above the national average,,Above the national average,,(205) 934-4011,010033,Below the national average,,Below the national average,,AL,Below the national average,,35233
1,220 HOSPITAL DRIVE,JACKSON,CLARKE,Same as the national average,,Not Available,5,True,JACKSON MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,"220 HOSPITAL DRIVE JACKSON, AL 36545 (31.530482, -87.89318)",,Same as the national average,,Same as the national average,,(251) 246-9021,010128,Same as the national average,,Not Available,5,AL,Above the national average,,36545
1,101 HOSPITAL CIRCLE,LUVERNE,CRENSHAW,Same as the national average,,Not Available,5,True,CRENSHAW COMMUNITY HOSPITAL,4,,Proprietary,Acute Care Hospitals,"101 HOSPITAL CIRCLE LUVERNE, AL 36049 (31.692595, -86.266156)",,Same as the national average,,Not Available,16,(334) 335-3374,010008,Above the national average,,Not Available,5,AL,Above the national average,,36049
1,508 GREEN STREET,GREENSBORO,HALE,Below the national average,,Not Available,5,True,HALE COUNTY HOSPITAL,3,,Government - Hospital District or Authority,Acute Care Hospitals,"508 GREEN STREET GREENSBORO, AL 36744 (32.412098, -87.018633)",True,Same as the national average,,Not Available,16,(334) 624-3024,010095,Above the national average,,Not Available,5,AL,Same as the national average,,36744
1,1000 FIRST STREET NORTH,ALABASTER,SHELBY,Same as the national average,,Below the national average,,True,SHELBY BAPTIST MEDICAL CENTER,2,,Voluntary non-profit - Private,Acute Care Hospitals,"1000 FIRST STREET NORTH ALABASTER, AL 35007 (33.253679, -86.814261)",True,Same as the national average,,Below the national average,,(205) 620-8100,010016,Above the national average,,Below the national average,,AL,Same as the national average,,35007
1,124 S MEMORIAL DR,PRATTVILLE,AUTAUGA,Same as the national average,,Same as the national average,,True,PRATTVILLE BAPTIST HOSPITAL,3,,Government - Hospital District or Authority,Acute Care Hospitals,"124 S MEMORIAL DR PRATTVILLE, AL 36067 (32.464423, -86.450936)",True,Above the national average,,Same as the national average,,(334) 361-4267,010108,Below the national average,,Same as the national average,,AL,Below the national average,,36067
1,201 WEST AVALON AVENUE,MUSCLE SHOALS,COLBERT,Below the national average,,Below the national average,,True,SHOALS HOSPITAL,3,,Government - Hospital District or Authority,Acute Care Hospitals,"201 WEST AVALON AVENUE MUSCLE SHOALS, AL 35661 (34.744941, -87.676511)",True,Same as the national average,,Same as the national average,,(256) 386-1601,010157,Same as the national average,,Same as the national average,,AL,Above the national average,,35661
1,805 FRIENDSHIP ROAD,TALLASSEE,ELMORE,Same as the national average,,Same as the national average,,True,COMMUNITY HOSPITAL INC,3,,Voluntary non-profit - Private,Acute Care Hospitals,"805 FRIENDSHIP ROAD TALLASSEE, AL 36078 (32.535293, -85.911996)",True,Same as the national average,,Below the national average,,(334) 283-6541,010034,Above the national average,,Not Available,5,AL,Same as the national average,,36078
1,400 EAST 10TH STREET,ANNISTON,CALHOUN,Same as the national average,,Same as the national average,,True,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,2,,Government - Local,Acute Care Hospitals,"400 EAST 10TH STREET ANNISTON, AL 36207 (33.657123, -85.823353)",True,Same as the national average,,Same as the national average,,(256) 235-5121,010078,Below the national average,,Above the national average,,AL,Below the national average,,36207
