Number of Records,Agency Name,American Indian Or Alaska Native Beneficiaries,Asian Pacific Islander Beneficiaries,Average Age,Average Hcc Score,Average Number Of Home Health Aide Visits Per Episode Non Lupa,Average Number Of Medical Social Visits Per Episode Non Lupa,Average Number Of Ot Visits Per Episode Non Lupa,Average Number Of Pt Visits Per Episode Non Lupa,Average Number Of Skilled Nursing Visits Per Episode Non Lupa,Average Number Of St Visits Per Episode Non Lupa,Average Number Of Total Visits Per Episode Non Lupa,Black Beneficiaries,City,Distinct Beneficiaries Non Lupa,Dua Beneficiaries,Female Beneficiaries,Hispanic Beneficiaries,Male Beneficiaries,Nondual Beneficiaries,Other Unknown Beneficiaries,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Percent Of Beneficiaries With Alzheimers,Percent Of Beneficiaries With Asthma,Percent Of Beneficiaries With Atrial Fibrillation,Percent Of Beneficiaries With Cancer,Percent Of Beneficiaries With Chf,Percent Of Beneficiaries With Chronic Kidney Disease,Percent Of Beneficiaries With Copd,Percent Of Beneficiaries With Depression,Percent Of Beneficiaries With Diabetes,Percent Of Beneficiaries With Hyperlipidemia,Percent Of Beneficiaries With Hypertension,Percent Of Beneficiaries With Ihd,Percent Of Beneficiaries With Osteoporosis,Percent Of Beneficiaries With Ra Oa,Percent Of Beneficiaries With Schizophrenia,Percent Of Beneficiaries With Stroke,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,White Beneficiaries,Zip Code
1,HAVEN HOME HEALTH CARE OF BROWARD,0,,60,1.5,0.3,0,3.3,7.6,3.9,2.6,17.7,27,DEERFIELD BEACH,155,124,81,12,74,31,,1,51,6,6,8,17,25,12,51,40,68,69,32,11,41,39,8,109556,FL,201 SE 15TH TER STE 203,274,888029,5413,1118881,1093512,13,113,33441
1,ANGEL CARE HOME HEALTH,0,,60,2.58,3,0,0.1,0.9,9,0,13,88,FORT WORTH,113,80,61,,52,33,,2.9,22,36,6,6,45,32,51,73,56,53,,47,9,,14,12,747746,TX,7901 BLACK HILLS LANE,380,699456,3809,761901,778175,13,20,76137
1,DEPENDABLE HOME HEALTH CARE,0,,60,1.69,0.2,0.2,0.2,7.1,4.2,0.1,12,71,SOUTHFIELD,91,63,44,,47,28,0,0,16,40,1,12,47,23,63,53,,,,70,49,,21,13,237777,MI,"18620 W 10 MILE RD, STE 210",129,359547,5301,367108,366944,16,18,48075
1,IDEAL HOME HEALTH,0,,60,1.86,0,0.2,0.1,9.6,3.7,0,13.7,66,BROWNSTOWN,71,56,21,0,50,15,0,0,8,38,1,10,27,30,52,30,51,42,,58,3,,23,7,239098,MI,"20604 TELEGRAPH RD, SUITE C",153,263482,5023,413638,445697,17,,48174
1,TRUHAVEN HOME HEALTH SERVICES INCORPORATED,,0,60,1.7,0,0,0,1.8,8.7,0,10.5,129,HOUSTON,144,107,74,,70,37,0,0,13,28,7,5,37,27,32,41,49,60,,65,1,,18,2,747570,TX,11311 RICHMOND AVE SUITE L100A,299,468918,6575,623967,641610,18,12,77082
1,COSMEC HEALTH CARE RESOURCE INC,0,,60,2.56,0,0,0.1,7.8,9.2,0,17,123,HOUSTON,133,107,66,,67,26,0,0.4,12,40,7,7,41,31,40,41,47,54,,68,5,,17,10,747369,TX,8202 ASH GARDEN CT,295,751798,6097,891895,914014,25,,77083
1,EMBASSY HOME HEALTHCARE,0,,60,2.93,0,0,0.1,3,8.8,0,11.9,92,STAFFORD,103,73,53,,50,30,0,0.2,14,33,3,6,42,40,32,49,56,64,,,6,,17,8,677803,TX,10701 CORPORATE DRIVE STE 395,348,541403,8373,730760,745420,27,,77477
1,EPIC HEALTH SERVICES PA LLC,0,,60,2.36,1,0,0.1,0.1,9.9,0,11,22,BALA CYNWYD,59,31,35,,24,28,,0,10,27,12,15,25,44,17,46,46,51,69,37,10,37,7,5,398017,PA,"1 BELMONT AVENUE, SUITE 400",86,141189,12713,181611,173245,29,29,19004
1,MICHIGAN HOME HEALTH SERVICES,0,0,60,1.67,0.7,0.1,0.3,8.9,3.6,0.1,13.7,187,FARMINGTON,210,130,99,,111,80,,0,12,27,1,3,24,21,40,34,49,40,,42,5,74,10,6,237515,MI,23030 MOONEY,327,580933,11986,925265,985095,35,18,48336
1,VITAL AMBULATORY HEALTHCARE INC,0,,61,2.38,1.4,0.1,0.1,0.9,8.2,0,10.7,165,HOUSTON,190,135,96,,94,55,0,0,18,33,4,5,37,35,55,51,55,59,,62,3,,18,8,459006,TX,6666 HARWIN DRIVE SUITE 350,679,1035147,13610,1321255,1349984,43,17,77036
1,ALTRU HEALTH CARE SERVICES   CORP,0,,61,1.76,0.7,0,0.2,1.7,7.9,0,10.5,217,HOUSTON,263,190,153,16,110,73,,0,8,20,4,7,30,31,23,43,48,50,,58,7,,11,4,679691,TX,8449 W BELLFORT AVE #200,662,1375669,21643,1322059,1383775,60,28,77071
1,PRIMARY MEDICAL STAFFING INC,0,,61,6.11,9.5,0,0.1,2.7,21.6,0,33.9,25,MIRAMAR,51,32,33,,18,19,0,9,22,10,6,2,39,,16,27,65,73,,57,12,35,4,18,109414,FL,3600 RED RD  STE 303,81,346869,,249589,223736,,13,33025
1,ABBEY ST. CLAIRE QUALITY CARE,0,,61,2.45,0.2,0,0,1.4,8.4,0,10.1,64,CHICAGO,78,65,36,,42,13,,0,27,38,4,9,41,44,68,54,,63,,71,4,,12,4,147692,IL,7450 W BELMONT AVENUE,224,352839,,545601,536456,,,60634
1,"RISING SUN HOME HEALTH CARE, INC",0,,61,1.54,0.2,0,0,0.1,10.1,0,10.4,14,LA GRANGE,48,,27,,21,,0,0,10,35,0,4,33,23,35,38,63,52,,,8,73,19,2,147875,IL,136 N LAGRANGE ROAD SUITE C,168,347342,,324186,325675,,25,60525
1,OAKLAND HOME HEALTH CARE,0,0,61,1.39,0,0,0,12.1,0.5,0,12.6,33,LIVONIA,55,42,23,,32,13,,0,11,33,0,2,18,16,36,33,45,44,,35,7,,11,2,237670,MI,"32290 5 MILE ROAD, SUITE 2",112,170261,,346532,368695,,20,48154
1,PERFECT HOME HEALTH CARE SERVICES,0,0,61,2.14,0.4,0.2,0.2,7.9,5.4,0,14,88,FARMINGTON HILLS,108,73,57,,51,35,,0.1,11,31,3,5,38,33,70,55,56,59,,,4,,16,7,239234,MI,"31700 W 13 MILE RD, STE 110",128,229364,,341816,365990,,18,48334
1,HEALING SERVICES NETWORK,0,,61,2.08,0.1,0.2,0.1,9.5,3.4,0,13.3,57,BROWNSTOWN,65,51,35,0,30,14,,0,8,38,0,6,22,26,55,23,60,54,,58,3,,11,6,239271,MI,20602 TELEGRAPH RD,135,223681,,357313,384719,,,48174
1,"JENNIFER'S HOME HEALTH AGENCY, INC",0,,61,1.35,0.4,0,0,7.7,4.5,0,12.7,0,SPRINGFIELD,32,,14,,18,,,0,22,6,9,0,9,19,31,47,22,41,72,22,13,53,59,3,267511,MO,225 E SUNSHINE ST SUITE 1,41,84896,,94257,109082,,29,65807
1,"SUMMIT HEALTH CARE, LLC",0,0,61,2.07,5.3,0,0.3,1.1,10.4,0,17.3,20,RAYTOWN,26,,,0,,,,0,4,35,8,15,31,35,31,54,50,,,38,12,69,23,4,267647,MO,6033 RAYTOWN RD,82,222896,,171966,182349,,,64133
1,"NEW MILLENIUM HOME HEALTH, LLC",0,0,61,1.36,13.6,0,0.1,3.4,6.6,0,23.7,20,COLUMBUS,24,,13,,11,,0,0,21,25,4,8,29,42,29,46,54,46,,33,0,42,21,8,368112,OH,6031 CLEVELAND AVENUE,55,288525,,128420,135021,,,43231
1,OMNICARE HOME HEALTHCARE AGENCY,0,0,61,3.64,7.1,0,1,2.8,12.4,0,23.2,,TOLEDO,11,,,0,,,0,2.7,0,27,36,9,73,55,,45,73,73,,,0,,9,18,368375,OH,"210 SOUTH REYNOLDS ROAD, SUITE 201",14,42650,,35021,37292,,,43615
1,TASHAY 1 HOME HEALTHCARE INC,0,0,61,1.86,23.8,0,0,2.9,31.5,0,58.1,14,COLUMBUS,15,,,0,,,,8.4,0,27,0,7,20,40,20,53,47,60,,33,0,67,7,7,368450,OH,"2244 SOUTH HAMILTON ROAD, SUITE 203",42,268764,,112624,106225,,,43232
1,C & C ULTRA HEALTHCARE PROVIDERS INC,0,0,61,1.89,0.9,0,0,1.7,9.1,0,11.6,55,SUGAR LAND,57,42,29,,28,15,0,0,11,32,0,7,33,32,42,,44,54,,,2,,18,7,677938,TX,12808 WEST AIRPORT BLVD STE 333,100,239002,,201879,211525,,,77478
1,ELITTE HEALTHCARE AND SERVICE,0,,61,1.41,1.4,0,0,2.3,8.9,0,12.7,54,HOUSTON,61,42,29,,32,19,0,0,18,25,0,3,26,23,36,48,51,51,,66,10,,13,3,677970,TX,9888 BISSONNET SUITE 100-F,213,710504,,369935,398600,,,77036
1,HIS CARING ARMS HEALTH SERVICES,0,0,61,3.22,0.3,0,0,1.1,9.2,0,10.6,,HOUSTON,15,,,,,,0,1.4,13,20,7,0,53,47,27,53,73,60,,53,7,,40,7,677998,TX,8449 WEST BELLFORT SUITE 350,72,96221,,146870,147956,,,77071
1,K AND J SUNSHINE HOME HEALTH CARE INC,0,0,61,1.94,2,0.1,0.4,1,8.7,0.2,12.3,13,AUSTIN,40,,21,,19,,,0.1,23,23,3,13,25,30,25,48,70,65,,25,13,28,40,13,679734,TX,111 W ANDERSON LANE SUITE E-346A,152,196108,,286899,299173,,17,78752
1,BLESSED HOME HEALTH SERVICES INC,0,0,61,2.04,0.6,0,0.1,10.3,8.9,0,20,87,HOUSTON,106,78,54,11,52,28,,0,6,23,5,4,39,28,26,39,51,57,,66,4,,7,8,743124,TX,7457 HARWIN DR STE 105,370,1662380,,1239011,1275638,,,77036
1,OPTIMUM BASE SERVICES INC,0,0,61,2.58,0,0,0.5,2.5,13.1,0.3,16.4,60,DALLAS,66,,41,,25,,0,8.4,23,27,6,5,45,38,35,56,64,70,,53,3,,11,8,743177,TX,9535 FOREST LANE SUITE 118,197,682197,,589356,555005,,,75243
1,KAPPA HOME HEALTH SERVICES INC,0,0,61,2.26,0,0,0,2.3,10.8,0,13.1,65,SUGAR LAND,67,52,26,,41,15,,3.7,7,27,1,6,33,30,46,48,46,61,,72,4,,24,4,747018,TX,11010 RAMP CREEK LANE,155,382195,,369033,362987,,0,77478
1,FRANCIS HEALTHCARE SERVICES INC,,0,61,1.87,0.3,0,0,2.8,9.2,0,12.3,56,SUGAR LAND,67,51,23,,44,16,0,0,16,39,3,0,30,31,49,,48,67,,70,6,,24,13,747601,TX,12808 W AIRPORT BLVD STE # 226,128,337914,,289349,295647,,,77478
1,OUR SAVIOUR HEALTHCARE SERVICES INC,,0,61,1.83,7.6,0,0.2,1.1,9.4,0.1,18.4,15,SACHSE,25,,14,,11,,0,0.5,28,28,12,4,48,32,36,56,72,68,,72,0,,16,20,747641,TX,7205 HIGH POINT DRIVE,98,224627,,214301,222660,,,75048
1,IN-HOMECARE AMERICA,0,0,61,2.03,0.2,0,3.9,7.5,10.2,0,21.9,42,HOUSTON,49,36,26,,23,13,0,0,14,18,0,2,39,29,47,71,59,61,,69,6,,10,6,747687,TX,"6250 WESTPARK DRIVE, SUITE #113",124,393183,,465545,490666,,,77057
1,JAMEN HOME HEALTH SERVICES INC,0,0,61,1.43,0.2,0,0.2,4.4,8.8,0,13.5,66,RICHMOND,75,54,29,,46,21,0,0,9,25,3,1,27,19,31,56,45,44,,63,4,,20,3,747862,TX,7334 WOODED LAKE LN,144,404135,,367316,383366,,,77407
1,"CARE GIVERS OF MASSACHUSETTS, LLC",0,0,61,1.89,22.1,0,0,0.3,16.7,0,39,,SPRINGFIELD,12,,,,,,,7.3,0,33,0,17,17,17,8,33,42,50,75,42,8,42,17,0,227587,MA,"125 LIBERTY STREET, SUITE 100",20,62660,0,49357,45090,0,,01103
1,"PACIFIC HOME HEALTH SERVICES, LLC",0,0,61,2.53,24.3,0,0,0,17,0,41.3,,COLUMBUS,13,,,0,,,0,6.5,15,31,8,0,31,38,15,46,62,46,,38,8,69,0,0,368274,OH,"2700 EAST DUBLIN GRANVILLE ROAD, SUITE 230",47,316533,0,95856,93992,0,,43231
1,"HORIZON HEALTHCARE SERVICES, LLC",0,0,61,1.78,39.2,0,0.3,1.4,13.6,0.2,54.8,,COLUMBUS,13,,,0,,,0,8.2,8,31,8,23,38,23,54,62,62,,,54,8,54,15,8,368340,OH,"2151 EAST DUBLIN GRANVILLE ROAD, SUITE 211",56,239053,0,137635,130167,0,,43229
1,"KINGS AND QUEENS HOME HEALTH CARE, LLC",0,0,61,1.99,14.4,0,0.3,1,7.8,0,23.5,29,COLUMBUS,36,25,21,,15,11,0,1.5,8,17,0,14,44,50,36,31,50,44,,42,0,61,8,8,368367,OH,"5310 EAST MAIN STREET, SUITE 210",109,277458,0,212917,216187,0,,43213
1,ESSENCEE CARE HEALTH SERVICES,0,0,61,1.78,0.5,0,0.2,1.9,9,0.1,11.6,42,MESQUITE,49,,25,,24,,0,0.9,31,43,4,12,47,29,39,35,53,65,,45,10,,10,12,743153,TX,705 BILL SHAW DRIVE,205,454467,0,431402,439487,0,,75149
1,ZELANO HEALTHCARE LLC,0,0,61,1.97,0.6,0,0.1,1.4,9,0,11.1,17,CORINTH,25,,12,,13,,0,0,16,16,0,16,36,40,32,64,60,,,40,8,64,16,12,747236,TX,2302 POST OAK DRIVE,81,103504,0,146206,150862,0,,76210
1,VAGILANT HOME HEALTH AGENCY,,,61,1.37,2.7,0.1,0.1,1.4,8.6,0,12.9,18,IRVING,27,,,0,,,,0,15,19,7,0,30,44,15,56,48,67,,41,11,67,11,7,747819,TX,8011 NORTH MACARTHUR BLVD 2041,78,129461,0,186807,192298,0,,75063
1,UNIVERSITY OPTION CARE,0,,61,2.29,0,0,0,0,8.1,0,8.1,,COLUMBUS,17,,,,,,0,0,6,12,12,18,29,47,24,41,18,59,53,47,18,29,12,12,367683,OH,7654 CROSSWOODS DRIVE,27,65400,4630,42750,44214,14,13,43235
1,ALLSTAR HOME HEALTH AGENCY INC,,0,61,2.45,0,0,0.4,5,9,0,14.6,106,HOUSTON,129,99,74,,55,30,0,0,16,26,5,5,32,33,36,71,54,54,,59,6,,13,10,679187,TX,8300 BISSONNET STREET SUITE 540,445,775146,4753,1293968,1321826,14,19,77074
1,SIMMS HOMECARE AND BEHAVIORAL HEALTH SERVICES,0,,61,1.76,4,0,0,0.9,34.6,0,39.5,39,COLUMBUS,118,60,60,,58,58,0,9.1,29,17,7,6,20,34,25,55,39,57,,27,3,32,57,6,368093,OH,3887 INDIANOLA AVENUE,407,2023914,5373,893818,831779,16,73,43214
1,THE FOUR GROUP HOMECARE LLC,0,,61,2.37,0,0,0,9.6,7.4,0,17.1,62,HOUSTON,84,61,49,,35,23,0,0,19,21,4,4,42,25,35,43,55,52,,54,6,,27,6,679363,TX,4615 SOUTHWEST FREEWAY SUITE # 400,304,958131,4336,940556,961047,16,14,77027
1,AFINITY HEALTHCARE SOLUTIONS LLC,,,61,2.84,0,0,0.2,0.9,10.3,0,11.5,20,CINCINNATI,40,,29,,11,,0,1.3,25,33,8,5,53,50,40,55,50,55,,43,3,63,23,13,368355,OH,"175 TRI COUNTY PARKWAY, SUITE 150",111,191028,7194,215203,224172,19,15,45246
1,DYNASTY HEALTHCARE SERVICES INC,0,0,61,1.65,0,0,0,5.7,8.4,0,14.1,102,HOUSTON,142,102,74,,68,40,,0,15,29,2,7,29,18,22,50,50,59,,70,4,,28,4,679730,TX,11735 BERRY MEADOW DRIVE,303,639847,10028,722370,761600,29,30,77071
1,A-1 ADVANTAGE HOME HEALTH SERVICES INC,0,0,62,2.25,0.6,0,0.1,2.8,8.4,0,11.7,231,HOUSTON,251,188,114,,137,63,,0.2,17,40,6,4,35,31,39,53,55,63,,,5,,14,9,747484,TX,4635 SOUTHWEST FWY SUITE 301,1060,1869811,19221,2286881,2331598,67,14,77027
1,"SANITY HOME HEALTH SERVICES, INC",0,0,62,1.76,0.5,0.1,0.2,2.5,9.9,0,13.2,25,LOS ANGELES,27,,13,,14,,0,0,15,44,7,4,19,19,44,41,56,63,,59,4,,22,11,59412,CA,10501 SOUTH WESTERN AVENUE,51,139811,,140758,120193,,,90047
1,"QUALIFIED PROFESSIONAL HOME HEALTH SERVICES, INC",0,,62,1.93,0.4,0,1.8,15.9,8.8,2.9,29.9,28,MIAMI,172,143,92,62,80,29,,5.1,33,13,6,8,27,23,17,56,51,65,72,44,16,47,37,12,109070,FL,1400 NW 107TH AVENUE SUITE 306,573,1360022,,3267123,3164805,,78,33172
1,ALPHA HOME CARE SERVICES,0,,62,1.84,0,0,0,13.5,6.6,0,20.1,158,LATHRUP VILLAGE,170,123,65,0,105,47,,0,14,35,2,9,28,28,61,51,56,64,,71,10,,18,9,237712,MI,"28820 SOUTHFIELD RD, SUITE 220",346,972858,,1163529,1255075,,11,48076
1,COMMITTED HOME HEALTHCARE,0,0,62,1.72,0.4,0.1,0,12.2,3.1,0,15.8,79,SOUTHFIELD,81,47,43,0,38,34,,0,12,40,4,2,35,22,42,48,38,46,,43,10,,10,5,239040,MI,"15800 PROVIDENCE DR, SUITE 400",145,542431,,482512,519089,,,48075
1,TOTAL HOMECARE SOLUTIONS,0,,62,1.68,0,0,0.4,10.8,0.6,0,11.8,29,DEARBORN HEIGHTS,38,,23,,15,,,0,8,47,3,3,18,13,58,37,58,63,,53,5,,21,8,239239,MI,"24945 WEST WARREN ROAD, SUITE 200",54,156441,,173679,186960,,,48127
1,247 HOME HEALTH CARE,0,,62,2.05,0.2,0.2,0.6,9.4,6.3,0,16.7,92,TAYLOR,113,85,42,,71,28,,0,17,35,2,8,35,33,49,59,64,66,,65,4,,24,9,239281,MI,"12345 TELEGRAPH RD, SUITE 111",191,405922,,530702,571288,,11,48180
1,"EMANCICARE HOME HEALTH, LLC",0,0,62,3.46,7.8,0,3.1,6,15.3,0,32.2,,COLUMBUS,13,,,,,,0,2.9,23,15,15,8,46,62,62,62,54,38,,31,8,62,31,8,368057,OH,"4889 SINCLAIR ROAD, SUITE 105",19,75570,,56505,57850,,,43229
1,COMMUNITY UNITED HOME HEALTH SERVICES,0,0,62,2.24,4.5,0,0.2,0.3,10.3,0,15.3,,COLUMBUS,11,,,0,,,0,0,0,27,0,0,18,45,27,36,64,55,,36,9,73,9,18,368200,OH,1660-C NORTHWEST PROFESSIONAL PLAZA,24,45440,,47002,48446,,,43220
1,"GREATER CLEVELAND HOME HEALTH CARE, INC",0,0,62,3.32,12.1,0,1.5,5.3,9.7,0,28.7,16,INDEPENDENCE,21,,,,,,0,2.3,10,14,10,10,43,33,29,57,67,43,,29,5,48,14,19,368378,OH,5755 GRANGER ROAD SUITE 425,53,249372,,157731,165329,,,44131
1,VIAQUEST HOME CARE,0,0,62,2.44,2.7,0.2,0.1,1,13.2,0,17.1,,WEST CARROLLTON,40,21,26,0,14,19,,1.8,28,25,18,3,55,53,38,50,53,63,70,43,8,43,23,5,368389,OH,"100 ELMWOOD PARK DRIVE, SUITE 201",97,328201,,207049,225797,,36,45449
1,BECK  HOME  HEALTH SERVICES INC,0,0,62,1.69,16.3,0,0,0.2,9.1,0,25.7,18,WHITEHALL,24,12,,0,,12,,1,13,25,0,8,29,33,42,42,50,54,,38,4,63,17,4,368399,OH,5310 EAST MAIN STREET SUITE 206,83,234567,,160975,164373,,,43213
1,NOBLE HEALTH CARE,0,0,62,5,8.4,0,0.4,3.9,7.1,0.8,20.6,,YOUNGSTOWN,12,,,,,,0,0,25,33,8,0,58,67,42,50,67,75,75,50,8,58,17,8,369052,OH,6 FEDERAL PLAZA CENTRAL SUITE 703,21,52460,,51951,59449,,,44503
1,MAGNET HEALTH CARE SERVICES INC,0,0,62,3.24,0,0,0.1,2.1,8.5,0,10.5,15,HOUSTON,30,,18,,12,,,0,17,20,0,7,53,40,17,57,43,50,,,10,,43,3,457902,TX,6065 HILLCROFT AVENUE SUITE #208,92,143311,,185724,189767,,12,77081
1,ALINE HOME HEALTH CARE OF TEXAS,0,0,62,1.83,1,0,0.1,0.2,10.7,0.1,12.1,34,DALLAS,35,,22,,13,,,5.2,14,26,3,9,51,31,57,54,57,66,,57,9,66,17,26,459472,TX,2351 NW HWY NORTHBROOK ATRIUM STE 3318,148,375100,,291608,284019,,0,75220
1,JALSTAD HEALTHCARE SERVICES,0,0,62,1.91,2.4,0,0.2,1.5,8.3,0,12.5,63,HOUSTON,66,47,38,,28,19,,0.6,17,15,5,6,35,21,26,32,41,59,,50,8,,9,5,677826,TX,8700 COMMERCE PARK DRIVE SUITE 119,223,480045,,439269,446917,,0,77036
1,BLEDKOB HOME HEALTH AGENCY INC,0,0,62,2.3,0,0,0,0.5,8.1,0,8.6,15,ALLEN,17,,,,,,,0,18,12,0,12,65,35,24,35,41,65,,59,0,,18,12,677944,TX,1314 WINECUP COURT,78,97332,,134636,139715,,0,75002
1,KINGWOOD HOME HEALTH,0,0,62,1.41,0,0,0,0.3,8.3,0,8.6,18,HOUSTON,26,,13,,13,,0,0,12,23,0,4,19,19,12,23,50,50,,,8,,0,8,679497,TX,9898 BISSONNET ST SUITE 593,30,31111,,51223,57302,,,77036
1,"CHELIV COMPASIONATE CARE PLUS, INC",0,0,62,1.97,0,0,0,1.3,8.6,0,9.9,67,STAFFORD,73,58,32,,41,15,,0.3,8,14,1,5,25,25,27,44,40,48,,74,0,,11,10,679669,TX,4434 BLUE BONNET SUITE 120,238,374890,,496629,506068,,0,77477
1,EMPIRE HOME HEALTH SERVICES,0,0,62,2.2,0,0,0,2.1,9.8,0,11.9,62,HOUSTON,71,50,39,,32,21,0,0,7,21,1,4,35,31,31,37,69,52,,,8,70,3,3,679692,TX,9888 BISSONNET ST SUITE 246,189,471258,,353186,378949,,,77036
1,GOOD HOPE HEALTHCARE SERVICES LLC,0,0,62,2,0,0,0.1,0.7,9.5,0,10.2,70,CARROLLTON,80,68,41,,39,12,,0,19,20,1,6,31,25,30,,41,61,,43,3,,8,4,679705,TX,3202 DELAFORD DRIVE,366,578513,,708551,728772,,,75007
1,TEXAS CHOICE HEALTHCARE SERVICES INC,0,0,62,2.66,0.3,0,0,2.3,7.9,0,10.4,22,MISSOURI CITY,27,,15,,12,,0,0,22,19,4,7,41,37,33,56,70,67,,67,11,,37,19,747010,TX,2440 TEXAS PARKWAY SUITE 245,50,84430,,97470,99590,,,77489
1,SACRED HEART SPECIALTY HOME CARE LLC,0,0,62,2.27,0,0,0.1,0.4,8.1,0,8.6,,ALICE,40,,15,31,25,,0,0,10,10,5,0,25,30,38,30,60,45,,50,5,40,5,10,747134,TX,614 W 5TH STREET,178,194234,,285256,334219,,,78332
1,CHASE HEALTHCARE SERVICE INC,0,0,62,1.7,0.4,0,0,5.5,8.6,0,14.4,33,STAFFORD,49,,21,,28,,0,0,12,20,4,2,27,31,22,45,59,59,,,0,,20,4,747180,TX,12834 FRANCES LANE,153,331714,,395851,405002,,,77477
1,WONDER HOME CARE INCOPORATION,0,0,62,1.61,0,0,0,1.4,8.5,0,10,82,HOUSTON,99,71,50,,49,28,,0,17,16,5,7,27,25,23,49,48,57,,74,7,,17,5,747185,TX,10101 HARWIN DRIVE SUITE 201,208,311162,,434546,456640,,14,77036
1,JOAB HOMEHEALTH SERVICES,0,,62,2.64,11.2,0,0.1,0.9,10.2,0,22.5,44,PLANO,52,35,27,,25,17,0,0.6,29,21,6,10,48,46,21,65,67,60,,44,4,,12,15,747207,TX,"2600 AVENUE K, STE 214",197,384564,,469169,484883,,,75074
1,FIRSTSTEP HEALTHCARE SERVICES INC,0,0,62,2.33,0,0,0.1,1.2,8.3,0,9.6,61,RICHMOND,64,44,34,,30,20,0,0,20,22,6,6,47,31,41,42,55,63,,72,3,,11,5,747228,TX,5942 BLACKBERRY COVE LN,154,226103,,279377,286875,,,77469
1,MAM UNIQUE HEALTH SERVICES INC,,,62,4.38,0.1,0,0.1,0,9.1,0,9.4,84,ALLEN,104,68,45,11,59,36,0,0.5,35,18,5,6,54,62,31,26,65,,,56,17,,7,9,747283,TX,424 ST ANDREWS DRIVE,249,270835,,485905,498938,,,75002
1,GUIDING LIGHT HEALTHCARE SERVICES INC,0,0,62,2.09,0.6,0,0,10.7,8.8,0,20,73,STAFFORD,82,58,28,,54,24,0,0,10,28,5,4,39,24,32,54,44,45,,55,1,,15,11,747365,TX,10707 CORPORATE DRIVE SUITE 102,204,651945,,727064,744018,,,77477
1,JOHAD HEALTHCARE SERVICES INC,,0,62,1.67,0,0,0,6,8.7,0,14.7,79,RICHMOND,90,65,59,,31,25,,0,13,19,1,3,26,24,18,24,47,50,,46,1,66,7,2,747528,TX,19014 GOLDEN HEATH LANE,112,243945,,328128,352330,,,77407
1,BLISS HOME HEALTH CARE INC,0,0,62,1.79,3.6,0,0,0.2,10.3,0,14,47,PANTEGO,64,43,42,,22,21,0,2.1,25,14,3,6,58,30,31,56,59,59,,66,6,,9,2,747632,TX,2108 WEST PIONEER PARKWAY SUITE #113,220,535205,,463200,475061,,,76013
1,MERCRIS HOME HEALTH INC,0,0,62,1.59,0.4,0,0.4,7.2,9,0,16.9,13,SUGAR LAND,16,,,0,,,,0,13,38,0,13,25,19,63,50,56,56,,69,13,75,25,6,747667,TX,9402 TOLKEN WAY,37,136042,,111917,114355,,,77498
1,"HUCKEYE HEALTH SERVICES, LLC",0,0,62,2,3.5,0.1,0.9,5.9,8.6,0,19,81,KATY,114,73,55,,59,41,,0.3,21,18,2,5,38,31,25,49,52,60,,59,1,63,19,7,747744,TX,6907 YARDLEY DRIVE,240,561780,,644598,673701,,24,77494
1,PEACH HOME HEALTH SERVICES INC,,0,62,1.7,0.9,0,0,5.1,9.9,0,15.9,110,HOUSTON,135,98,48,11,87,37,,0,13,32,5,2,24,21,31,44,48,53,,64,7,,16,8,747769,TX,2825 WILCREST DR STE 621,261,677887,,665230,680188,,13,77042
1,ICK-ASSURANCE HOME HEATLH CARE INC,0,,62,1.25,34.2,0,0,0,38.6,0,72.8,,FITCHBURG,23,,12,13,11,,0,5.4,13,39,9,4,17,30,9,65,74,70,,17,22,22,30,4,227561,MA,16 MILL STREET,30,385490,0,66167,56990,0,,01420
1,"FAMILY FOCUS HOME HEALTH, LLC",0,0,62,2.27,28.9,0.1,0,1.9,13,0,43.9,,GAHANNA,11,,,0,,,0,6.9,0,18,0,0,45,27,36,27,45,73,,73,0,55,9,18,368287,OH,"950 TAYLOR STATION, SUITE D",19,28723,0,52088,49957,0,,43230
1,CHELSEA HOME HEALTHCARE INC,0,0,62,2.82,20.5,0,0.1,2.6,27.7,0,50.9,,DAYTON,18,,,0,,,0,8.5,22,17,6,11,33,39,33,44,67,67,,44,6,61,17,17,368420,OH,1908 NEEDMORE ROAD,46,286501,0,116491,117635,0,,45414
1,JCARE HOME HEALTH AGENCY LLC,0,0,62,2.82,3.5,0,0.1,0.7,9.7,0,14,21,GRAND PRAIRIE,29,,,,,,0,0.6,38,24,0,7,62,34,48,45,66,69,,55,17,66,3,17,673197,TX,5123 SHOWDOWN LANE,110,205692,0,232923,240619,0,,75052
1,BEST CARE PROVIDERS INC,0,0,62,2.33,7.6,0.1,0.4,2.9,8.9,0,20,17,TAMPA,26,,14,,12,,0,1.8,15,27,8,0,35,38,27,50,,50,,50,4,62,15,4,683134,FL,204 N HOWARD AVE,59,144956,0,150694,162453,0,,33606
1,SKYLINE MEDICAL SERVICES INC,0,0,62,3.21,0.6,0,0.4,1.9,8.8,0,11.7,,HOUSTON,14,,,,,,0,0,64,0,0,7,29,57,29,57,57,71,,71,0,57,64,36,747187,TX,12623 LALEU LANE,40,60000,0,96225,98316,0,,77071
